year,region,1_4_gr_students_per_computer,5_6_gr_students_per_computer,7_9_gr_students_per_computer,10_12_gr_students_per_computer
2015 / 2016,Póvoa de Varzim,6.4,2.7,2.7,3.2
2015 / 2016,Santa Maria da Feira,5.1,3.2,2.7,4.0
2015 / 2016,Santo Tirso,4.6,3.3,3.4,3.0
2015 / 2016,São João da Madeira,6.3,3.4,3.0,2.8
2015 / 2016,Trofa,6.1,3.2,3.6,5.5
2015 / 2016,Vale de Cambra,5.4,3.9,3.8,5.0
2015 / 2016,Valongo,7.5,3.5,3.1,3.3
2015 / 2016,Vila do Conde,11.0,3.5,3.2,2.4
2015 / 2016,Vila Nova de Gaia,6.6,3.6,3.0,2.9
2015 / 2016,Alto Tâmega,3.5,1.8,1.9,1.9
2015 / 2016,Boticas,2.3,1.9,1.9,
2015 / 2016,Chaves,4.6,1.8,2.4,2.3
2015 / 2016,Montalegre,2.8,1.3,1.3,1.3
2015 / 2016,Ribeira de Pena,6.3,1.2,1.1,1.0
2015 / 2016,Valpaços,2.7,2.1,1.8,1.7
2015 / 2016,Vila Pouca de Aguiar,2.3,2.2,2.2,2.0
2015 / 2016,Tâmega e Sousa,5.0,2.8,3.0,3.6
2015 / 2016,Amarante,6.5,4.1,5.2,7.2
2015 / 2016,Baião,4.0,4.0,3.9,3.9
2015 / 2016,Castelo de Paiva,10.1,3.7,3.7,4.5
2015 / 2016,Celorico de Basto,5.5,2.6,2.7,1.2
2015 / 2016,Cinfães,6.2,2.1,1.9,1.8
2015 / 2016,Felgueiras,4.2,2.6,3.0,3.6
2015 / 2016,Lousada,3.6,2.6,3.2,4.2
2015 / 2016,Marco de Canaveses,5.0,2.8,2.8,3.2
2015 / 2016,Paços de Ferreira,4.9,2.6,3.0,4.1
2015 / 2016,Penafiel,6.2,2.7,2.6,3.4
2015 / 2016,Resende,3.2,2.2,3.6,3.4
2015 / 2016,Douro,4.1,2.0,2.0,1.9
2015 / 2016,Alijó,3.5,1.1,1.0,1.5
2015 / 2016,Armamar,4.8,1.9,2.0,2.0
2015 / 2016,Carrazeda de Ansiães,3.7,1.0,1.0,1.0
2015 / 2016,Freixo de Espada à Cinta,1.4,1.5,1.5,1.5
2015 / 2016,Lamego,3.3,1.8,2.8,3.2
2015 / 2016,Mesão Frio,2.5,1.1,1.1,1.1
2015 / 2016,Moimenta da Beira,9.1,3.1,3.1,3.2
2015 / 2016,Murça,2.3,1.3,1.3,1.8
2015 / 2016,Penedono,2.1,2.0,2.0,
2015 / 2016,Peso da Régua,5.6,3.3,2.5,1.3
2015 / 2016,Sabrosa,2.7,1.1,1.1,1.1
2015 / 2016,Santa Marta de Penaguião,6.1,2.3,2.2,
2015 / 2016,São João da Pesqueira,4.7,1.7,1.7,1.5
2015 / 2016,Sernancelhe,2.8,2.6,2.8,1.5
2015 / 2016,Tabuaço,1.8,1.8,1.8,1.9
2015 / 2016,Tarouca,6.8,1.7,1.7,1.7
2015 / 2016,Torre de Moncorvo,4.1,1.2,1.2,1.2
2015 / 2016,Vila Nova de Foz Côa,1.6,1.5,1.5,1.4
2015 / 2016,Vila Real,8.3,3.6,2.7,2.3
2015 / 2016,Terras de Trás-os-Montes,3.4,1.3,1.8,1.8
2015 / 2016,Alfândega da Fé,4.9,0.8,0.8,0.8
2015 / 2016,Bragança,2.5,1.1,2.2,2.6
2015 / 2016,Macedo de Cavaleiros,2.4,2.2,2.2,1.9
2015 / 2016,Miranda do Douro,2.6,0.8,0.8,0.6
2015 / 2016,Mirandela,6.6,2.6,4.0,2.8
2015 / 2016,Mogadouro,4.5,1.4,1.4,1.4
2015 / 2016,Vila Flor,7.5,1.1,1.1,1.1
2015 / 2016,Vimioso,4.2,1.3,1.4,
2015 / 2016,Vinhais,9.0,1.1,1.1,1.1
2015 / 2016,Centro,4.5,3.1,3.0,2.7
2015 / 2016,Oeste,5.1,4.1,3.9,3.5
2015 / 2016,Alcobaça,5.0,2.8,3.1,2.8
2015 / 2016,Alenquer,5.3,4.0,4.0,4.2
2015 / 2016,Arruda dos Vinhos,3.8,18.3,10.2,5.0
2015 / 2016,Bombarral,7.0,2.7,2.7,2.7
2015 / 2016,Cadaval,4.5,2.0,2.0,2.0
2015 / 2016,Caldas da Rainha,4.3,4.8,3.6,2.7
2015 / 2016,Lourinhã,5.9,4.2,4.2,2.2
2015 / 2016,Nazaré,4.2,4.0,4.1,4.3
2015 / 2016,Óbidos,4.4,4.2,2.7,2.7
2015 / 2016,Peniche,7.0,4.5,4.5,2.9
2015 / 2016,Sobral de Monte Agraço,5.5,2.6,2.6,2.6
2015 / 2016,Torres Vedras,5.4,4.9,4.9,5.6
2015 / 2016,Região de Aveiro,5.0,3.3,3.0,2.7
2015 / 2016,Águeda,5.3,4.5,3.5,2.2
2015 / 2016,Albergaria-a-Velha,6.4,4.3,2.9,3.1
2015 / 2016,Anadia,5.7,4.9,4.5,5.1
2015 / 2016,Aveiro,7.2,3.4,2.6,2.2
2015 / 2016,Estarreja,3.9,3.3,3.2,4.1
2015 / 2016,Ílhavo,2.3,2.3,2.8,2.8
2015 / 2016,Murtosa,6.7,6.2,6.6,7.3
2015 / 2016,Oliveira do Bairro,5.6,3.2,3.2,3.5
2015 / 2016,Ovar,5.6,2.2,2.4,2.8
2015 / 2016,Sever do Vouga,5.5,4.3,4.2,4.2
2015 / 2016,Vagos,5.2,4.5,3.9,3.8
2015 / 2016,Região de Coimbra,5.0,3.1,2.9,2.5
2015 / 2016,Arganil,2.2,1.9,1.8,2.1
2015 / 2016,Cantanhede,6.8,3.1,3.2,3.0
2015 / 2016,Coimbra,5.9,3.5,3.4,2.8
2015 / 2016,Condeixa-a-Nova,4.5,3.4,2.7,2.0
2015 / 2016,Figueira da Foz,6.3,3.1,2.9,2.7
2015 / 2016,Góis,2.6,2.0,1.9,
2015 / 2016,Lousã,6.7,6.5,3.8,2.0
2015 / 2016,Mealhada,6.3,2.7,2.8,2.5
2015 / 2016,Mira,4.8,2.7,1.6,1.6
2015 / 2016,Miranda do Corvo,7.1,2.6,2.6,2.5
2015 / 2016,Montemor-o-Velho,4.5,3.5,2.9,2.4
2015 / 2016,Mortágua,3.0,3.0,3.1,2.2
2015 / 2016,Oliveira do Hospital,3.2,2.4,2.5,2.1
2015 / 2016,Pampilhosa da Serra,1.4,1.1,1.1,1.2
2015 / 2016,Penacova,4.6,2.3,2.4,2.6
2015 / 2016,Penela,2.3,2.4,2.4,0.6
2015 / 2016,Soure,4.9,5.8,2.0,1.9
2015 / 2016,Tábua,2.9,2.0,3.3,2.6
2015 / 2016,Vila Nova de Poiares,3.2,2.0,2.0,2.0
2015 / 2016,Região de Leiria,4.9,3.4,3.4,2.8
2015 / 2016,Alvaiázere,4.3,2.0,2.0,1.0
2015 / 2016,Ansião,4.0,3.6,3.2,1.3
2015 / 2016,Batalha,4.2,4.1,4.3,3.5
2015 / 2016,Castanheira de Pêra,2.6,0.9,0.9,
2015 / 2016,Figueiró dos Vinhos,2.7,1.5,1.7,1.7
2015 / 2016,Leiria,5.6,4.3,4.4,3.5
2015 / 2016,Marinha Grande,5.2,2.6,2.7,2.8
2015 / 2016,Pedrógão Grande,2.8,1.6,1.6,1.5
2015 / 2016,Pombal,4.9,3.7,3.4,2.8
2015 / 2016,Porto de Mós,4.5,3.3,3.3,3.8
2015 / 2016,Viseu Dão Lafões,4.2,2.8,2.7,2.9
2015 / 2016,Aguiar da Beira,6.5,1.7,1.7,1.8
2015 / 2016,Carregal do Sal,1.8,1.9,2.0,2.5
2015 / 2016,Castro Daire,4.5,3.2,2.8,2.8
2015 / 2016,Mangualde,4.3,4.0,3.3,2.4
2015 / 2016,Nelas,4.9,1.9,1.9,1.9
2015 / 2016,Oliveira de Frades,7.8,4.6,4.4,4.5
2015 / 2016,Penalva do Castelo,3.4,2.5,3.8,3.7
2015 / 2016,Santa Comba Dão,2.5,2.4,3.4,3.4
2015 / 2016,São Pedro do Sul,3.8,2.7,3.0,3.5
2015 / 2016,Sátão,2.7,2.1,2.3,2.8
2015 / 2016,Tondela,2.8,1.9,1.7,1.9
2015 / 2016,Vila Nova de Paiva,5.2,1.4,1.4,1.3
2015 / 2016,Viseu,5.7,3.6,3.5,3.5
2015 / 2016,Vouzela,3.1,2.0,2.7,3.4
2015 / 2016,Beira Baixa,3.9,2.1,2.2,2.6
2015 / 2016,Castelo Branco,4.0,2.6,2.7,3.3
2015 / 2016,Idanha-a-Nova,4.1,1.4,1.5,2.1
2015 / 2016,Oleiros,5.3,1.3,1.3,1.3
2015 / 2016,Penamacor,3.7,1.3,1.3,1.3
2015 / 2016,Proença-a-Nova,4.1,1.5,1.5,1.5
2015 / 2016,Vila Velha de Ródão,1.8,1.8,1.7,
2015 / 2016,Médio Tejo,3.0,3.0,2.6,2.7
2015 / 2016,Abrantes,1.2,3.5,3.6,3.4
2015 / 2016,Alcanena,6.6,3.0,2.0,1.8
2015 / 2016,Constância,2.0,2.4,2.5,2.4
2015 / 2016,Entroncamento,4.6,4.8,2.1,1.9
2015 / 2016,Ferreira do Zêzere,3.4,1.8,1.8,1.8
2015 / 2016,Mação,5.8,1.8,1.9,1.9
2015 / 2016,Ourém,3.4,3.4,3.1,3.8
2015 / 2016,Sardoal,10.0,1.3,1.4,1.4
2015 / 2016,Sertã,4.2,4.7,2.8,2.1
2015 / 2016,Tomar,4.6,2.6,2.4,2.2
2015 / 2016,Torres Novas,4.0,2.8,3.1,3.8
2015 / 2016,Vila de Rei,3.1,3.3,3.3,3.2
2015 / 2016,Vila Nova da Barquinha,4.2,2.0,2.1,2.1
2015 / 2016,Beiras e Serra da Estrela,4.5,2.5,2.4,2.3
2015 / 2016,Almeida,1.8,1.7,1.7,1.8
2015 / 2016,Belmonte,8.2,1.4,1.3,1.4
2015 / 2016,Celorico da Beira,9.0,3.4,3.3,3.3
2015 / 2016,Covilhã,4.7,2.6,2.6,2.6
2015 / 2016,Figueira de Castelo Rodrigo,10.5,1.2,1.5,1.5
2015 / 2016,Fornos de Algodres,5.2,3.1,3.1,3.1
2015 / 2016,Fundão,6.5,2.7,2.3,2.0
2015 / 2016,Gouveia,2.9,3.0,2.1,1.9
2015 / 2016,Guarda,4.4,2.6,2.5,2.5
2015 / 2016,Manteigas,2.2,2.2,2.1,1.7
2015 / 2016,Mêda,3.8,4.1,3.9,3.9
2015 / 2016,Pinhel,4.8,2.1,2.7,2.7
2015 / 2016,Sabugal,7.4,2.2,2.7,2.2
2015 / 2016,Seia,2.9,2.4,2.4,3.2
2015 / 2016,Trancoso,6.7,3.0,2.0,1.4
2015 / 2016,Área Metropolitana de Lisboa,6.4,3.5,3.4,2.9
2015 / 2016,Área Metropolitana de Lisboa,6.4,3.5,3.4,2.9
2015 / 2016,Alcochete,9.3,3.9,3.7,2.3
2015 / 2016,Almada,6.3,3.1,3.2,2.7
2015 / 2016,Amadora,7.1,2.9,2.6,1.9
2015 / 2016,Barreiro,7.8,3.7,3.5,2.1
2015 / 2016,Cascais,6.4,4.8,4.3,3.1
2015 / 2016,Lisboa,5.6,3.6,3.4,3.1
2015 / 2016,Loures,6.3,3.9,2.9,2.2
2015 / 2016,Mafra,5.7,6.5,6.5,4.8
2015 / 2016,Moita,7.6,2.7,2.4,1.5
2015 / 2016,Montijo,9.8,3.7,3.3,2.9
2015 / 2016,Odivelas,8.0,3.2,3.2,3.0
2015 / 2016,Oeiras,5.1,3.2,3.7,3.9
2015 / 2016,Palmela,5.3,3.1,4.7,5.1
2015 / 2016,Seixal,8.3,2.9,2.7,2.2
2015 / 2016,Sesimbra,6.0,4.2,4.5,4.3
2015 / 2016,Setúbal,6.7,3.4,3.7,3.1
2015 / 2016,Sintra,6.3,3.1,3.2,3.4
2015 / 2016,Vila Franca de Xira,7.3,4.5,4.5,3.9
2015 / 2016,Alentejo,4.7,2.8,2.7,2.6
2015 / 2016,Alentejo Litoral,4.8,2.4,2.6,2.8
2015 / 2016,Alcácer do Sal,4.2,1.5,3.3,4.2
2015 / 2016,Grândola,3.7,3.3,3.1,2.7
2015 / 2016,Odemira,5.7,2.3,2.2,2.9
2015 / 2016,Santiago do Cacém,4.0,2.4,2.7,2.8
2015 / 2016,Sines,9.3,2.8,2.7,2.6
2015 / 2016,Baixo Alentejo,4.3,2.9,2.6,2.1
2015 / 2016,Aljustrel,3.3,1.3,1.5,1.8
2015 / 2016,Almodôvar,6.0,1.9,2.0,2.0
2015 / 2016,Alvito,1.9,2.0,1.9,1.8
2015 / 2016,Barrancos,1.8,1.9,1.8,
2015 / 2016,Beja,5.4,5.5,4.2,2.5
2015 / 2016,Castro Verde,3.3,2.8,2.3,1.8
2015 / 2016,Cuba,3.2,3.1,3.1,1.5
2015 / 2016,Ferreira do Alentejo,6.3,1.8,1.8,1.8
2015 / 2016,Mértola,1.7,1.2,1.2,1.5
2015 / 2016,Moura,4.6,2.7,2.9,3.3
2015 / 2016,Ourique,7.9,2.8,3.0,2.9
2015 / 2016,Serpa,6.4,3.2,2.5,1.3
2015 / 2016,Vidigueira,3.2,3.2,3.1,3.8
2015 / 2016,Lezíria do Tejo,4.9,3.3,3.1,3.0
2015 / 2016,Almeirim,3.3,3.5,3.1,2.6
2015 / 2016,Alpiarça,3.0,1.9,1.9,2.0
2015 / 2016,Azambuja,5.5,3.9,3.3,3.0
2015 / 2016,Benavente,8.1,3.8,3.6,2.6
2015 / 2016,Cartaxo,8.1,3.3,2.9,3.3
2015 / 2016,Chamusca,4.7,1.7,1.7,1.7
2015 / 2016,Coruche,6.7,2.9,2.3,2.4
2015 / 2016,Golegã,3.7,1.6,1.7,1.7
2015 / 2016,Rio Maior,4.6,4.0,4.2,4.2
2015 / 2016,Salvaterra de Magos,7.3,5.0,5.1,4.5
2015 / 2016,Santarém,3.9,3.3,3.2,3.1
2015 / 2016,Alto Alentejo,4.8,2.1,2.2,2.3
2015 / 2016,Alter do Chão,5.2,0.6,0.7,1.5
2015 / 2016,Arronches,10.9,0.8,0.8,
2015 / 2016,Avis,9.9,1.9,1.9,1.9
2015 / 2016,Campo Maior,4.7,4.7,3.8,3.8
2015 / 2016,Castelo de Vide,6.6,1.2,1.2,
2015 / 2016,Crato,3.2,3.4,3.2,4.1
2015 / 2016,Elvas,8.3,3.0,2.9,1.8
2015 / 2016,Fronteira,2.4,3.0,3.0,3.0
2015 / 2016,Gavião,2.3,2.6,2.5,2.4
2015 / 2016,Marvão,1.5,1.5,1.6,
2015 / 2016,Monforte,2.6,2.8,2.7,
2015 / 2016,Nisa,14.4,1.7,1.7,1.7
2015 / 2016,Ponte de Sor,3.0,2.4,3.2,3.2
2015 / 2016,Portalegre,6.1,2.1,2.4,2.3
2015 / 2016,Sousel,3.6,1.9,1.9,1.9
2015 / 2016,Alentejo Central,4.7,2.9,2.6,2.8
2015 / 2016,Alandroal,2.4,1.7,1.7,
2015 / 2016,Arraiolos,6.9,2.4,2.3,2.3
2015 / 2016,Borba,5.6,2.4,2.3,
2015 / 2016,Estremoz,6.6,3.9,1.4,3.1
2015 / 2016,Évora,4.7,3.4,3.2,2.9
2015 / 2016,Montemor-o-Novo,4.2,3.5,3.1,2.5
2015 / 2016,Mora,4.2,0.8,0.8,0.8
2015 / 2016,Mourão,3.8,5.0,4.9,
2015 / 2016,Portel,5.2,3.1,3.0,3.1
2015 / 2016,Redondo,3.5,3.4,3.4,3.4
2015 / 2016,Reguengos de Monsaraz,6.6,2.4,2.7,4.0
2015 / 2016,Vendas Novas,5.9,6.9,5.6,3.6
2015 / 2016,Viana do Alentejo,3.5,2.3,2.3,2.4
2015 / 2016,Vila Viçosa,5.0,2.0,2.2,2.2
2015 / 2016,Algarve,5.2,3.4,3.3,3.4
2015 / 2016,Algarve,5.2,3.4,3.3,3.4
2015 / 2016,Albufeira,5.8,3.5,3.6,3.4
2015 / 2016,Alcoutim,0.9,1.1,0.9,
2015 / 2016,Aljezur,4.5,4.1,4.1,
2015 / 2016,Castro Marim,4.9,3.2,3.1,
2015 / 2016,Faro,5.5,3.9,3.7,3.6
2015 / 2016,Lagoa,4.1,2.6,2.9,3.5
2015 / 2016,Lagos,6.0,5.5,4.2,3.0
2015 / 2016,Loulé,6.2,3.8,3.7,4.0
2015 / 2016,Monchique,2.6,2.7,2.5,
2015 / 2016,Olhão,4.8,3.1,3.1,4.5
2015 / 2016,Portimão,5.2,2.7,2.7,3.5
2015 / 2016,São Brás de Alportel,3.8,3.8,3.9,2.0
2015 / 2016,Silves,5.3,3.1,3.1,2.5
2015 / 2016,Tavira,5.4,4.0,4.2,2.8
2015 / 2016,Vila do Bispo,2.9,3.7,3.4,
2015 / 2016,Vila Real de Santo António,5.8,3.2,3.9,4.5
2015 / 2016,Região Autónoma dos Açores,,,,
2015 / 2016,Região Autónoma dos Açores,,,,
2015 / 2016,Região Autónoma dos Açores,,,,
2015 / 2016,Angra do Heroísmo,,,,
2015 / 2016,Calheta,,,,
2015 / 2016,Corvo,,,,
2015 / 2016,Horta,,,,
2015 / 2016,Lagoa,,,,
2015 / 2016,Lajes das Flores,,,,
2015 / 2016,Lajes do Pico,,,,
2015 / 2016,Madalena,,,,
2015 / 2016,Nordeste,,,,
2015 / 2016,Ponta Delgada,,,,
2015 / 2016,Povoação,,,,
2015 / 2016,Ribeira Grande,,,,
2015 / 2016,Santa Cruz da Graciosa,,,,
2015 / 2016,Santa Cruz das Flores,,,,
2015 / 2016,São Roque do Pico,,,,
2015 / 2016,Velas,,,,
2015 / 2016,Vila da Praia da Vitória,,,,
2015 / 2016,Vila do Porto,,,,
2015 / 2016,Vila Franca do Campo,,,,
2015 / 2016,Região Autónoma da Madeira,,,,
2015 / 2016,Região Autónoma da Madeira,,,,
2015 / 2016,Região Autónoma da Madeira,,,,
2015 / 2016,Calheta,,,,
2015 / 2016,Câmara de Lobos,,,,
2015 / 2016,Funchal,,,,
2015 / 2016,Machico,,,,
2015 / 2016,Ponta do Sol,,,,
2015 / 2016,Porto Moniz,,,,
2015 / 2016,Porto Santo,,,,
2015 / 2016,Ribeira Brava,,,,
2015 / 2016,Santa Cruz,,,,
2015 / 2016,Santana,,,,
2015 / 2016,São Vicente,,,,
2014 / 2015,Portugal,,,,
2014 / 2015,Continente,4.9,2.7,2.6,2.5
2014 / 2015,Norte,4.8,2.5,2.5,2.6
2014 / 2015,Alto Minho,4.0,2.1,2.0,1.8
2014 / 2015,Arcos de Valdevez,4.1,2.5,2.5,2.4
2014 / 2015,Caminha,4.8,2.1,2.0,1.5
2014 / 2015,Melgaço,2.4,1.0,1.0,0.6
2014 / 2015,Monção,3.2,2.4,1.3,0.9
2014 / 2015,Paredes de Coura,5.0,1.2,1.2,0.9
2014 / 2015,Ponte da Barca,1.9,1.9,1.8,1.8
2014 / 2015,Ponte de Lima,4.0,2.4,2.5,2.2
2014 / 2015,Valença,3.9,2.3,2.3,1.2
2014 / 2015,Viana do Castelo,4.9,2.2,2.0,2.5
2014 / 2015,Vila Nova de Cerveira,3.9,2.7,2.8,1.3
2014 / 2015,Cávado,4.6,2.7,2.5,2.7
2014 / 2015,Amares,4.2,2.2,1.6,1.3
2014 / 2015,Barcelos,4.4,2.8,2.8,2.7
2014 / 2015,Braga,5.4,2.9,2.7,3.1
2014 / 2015,Esposende,3.8,2.2,2.2,2.3
2014 / 2015,Terras de Bouro,1.6,0.8,0.8,0.9
2014 / 2015,Vila Verde,4.4,2.5,2.4,2.4
2014 / 2015,Ave,5.0,2.5,2.6,3.3
2014 / 2015,Cabeceiras de Basto,5.2,3.8,3.8,6.6
2014 / 2015,Fafe,6.2,2.7,2.5,3.8
2014 / 2015,Guimarães,5.5,2.4,2.3,3.1
2014 / 2015,Mondim de Basto,2.4,1.8,1.8,1.8
2014 / 2015,Póvoa de Lanhoso,3.5,2.4,2.2,2.0
2014 / 2015,Vieira do Minho,3.0,2.0,2.0,2.0
2014 / 2015,Vila Nova de Famalicão,5.1,2.6,3.3,3.8
2014 / 2015,Vizela,4.9,3.0,2.8,3.0
2014 / 2015,Área Metropolitana do Porto,5.3,2.8,2.7,2.8
2014 / 2015,Arouca,4.0,1.6,4.4,4.7
2014 / 2015,Espinho,7.5,2.1,2.0,2.8
2014 / 2015,Gondomar,5.7,3.0,2.6,2.8
2014 / 2015,Maia,4.8,3.3,3.5,4.5
2014 / 2015,Matosinhos,5.1,3.2,2.7,2.5
2014 / 2015,Oliveira de Azeméis,4.7,2.4,2.4,3.4
2014 / 2015,Paredes,6.0,2.7,3.0,2.8
2014 / 2015,Porto,4.2,2.8,2.7,2.8
2014 / 2015,Póvoa de Varzim,6.2,2.2,2.2,2.6
2014 / 2015,Santa Maria da Feira,5.7,2.6,2.3,3.4
2014 / 2015,Santo Tirso,4.2,3.0,3.1,2.7
2014 / 2015,São João da Madeira,5.6,3.1,2.6,2.5
2014 / 2015,Trofa,5.7,2.9,3.1,4.3
2014 / 2015,Vale de Cambra,5.1,3.1,3.1,4.0
2014 / 2015,Valongo,6.1,2.8,2.5,2.7
2014 / 2015,Vila do Conde,8.3,3.2,2.9,1.9
2014 / 2015,Vila Nova de Gaia,5.9,3.1,2.6,2.6
2014 / 2015,Alto Tâmega,3.0,1.6,1.7,1.6
2014 / 2015,Boticas,1.4,1.6,1.7,
2014 / 2015,Chaves,4.1,1.6,2.1,2.0
2014 / 2015,Montalegre,2.4,1.1,1.1,1.0
2014 / 2015,Ribeira de Pena,4.2,1.1,1.1,1.0
2014 / 2015,Valpaços,2.7,1.9,1.5,1.4
2014 / 2015,Vila Pouca de Aguiar,2.1,1.9,2.0,1.7
2014 / 2015,Tâmega e Sousa,4.7,2.4,2.7,3.2
2014 / 2015,Amarante,5.9,3.6,4.7,8.2
2014 / 2015,Baião,3.5,3.8,3.7,3.6
2014 / 2015,Castelo de Paiva,10.6,3.2,3.2,3.8
2014 / 2015,Celorico de Basto,5.3,2.2,2.3,1.0
2014 / 2015,Cinfães,6.0,1.7,1.6,1.5
2014 / 2015,Felgueiras,3.9,2.3,2.7,3.4
2014 / 2015,Lousada,3.4,2.2,2.7,3.8
2014 / 2015,Marco de Canaveses,4.9,2.4,2.6,2.7
2014 / 2015,Paços de Ferreira,4.5,2.2,2.5,3.5
2014 / 2015,Penafiel,5.9,2.3,2.2,2.9
2014 / 2015,Resende,2.9,2.1,4.1,4.2
2014 / 2015,Douro,3.7,1.7,1.7,1.6
2014 / 2015,Alijó,2.9,0.9,0.9,1.3
2014 / 2015,Armamar,4.3,1.7,1.6,1.6
2014 / 2015,Carrazeda de Ansiães,3.5,0.8,0.8,0.9
2014 / 2015,Freixo de Espada à Cinta,0.9,1.4,1.4,1.4
2014 / 2015,Lamego,2.9,1.5,2.7,2.9
2014 / 2015,Mesão Frio,2.3,1.0,1.0,1.0
2014 / 2015,Moimenta da Beira,11.3,2.5,2.5,2.6
2014 / 2015,Murça,2.0,1.1,1.2,1.6
2014 / 2015,Penedono,2.0,2.1,2.0,
2014 / 2015,Peso da Régua,5.2,2.5,2.0,1.1
2014 / 2015,Sabrosa,2.3,0.9,0.9,0.9
2014 / 2015,Santa Marta de Penaguião,6.2,2.4,2.5,
2014 / 2015,São João da Pesqueira,4.3,1.5,1.5,1.3
2014 / 2015,Sernancelhe,2.5,2.5,2.5,1.6
2014 / 2015,Tabuaço,1.8,1.8,1.8,1.8
2014 / 2015,Tarouca,6.2,1.2,1.2,1.2
2014 / 2015,Torre de Moncorvo,3.9,1.1,1.1,1.1
2014 / 2015,Vila Nova de Foz Côa,1.5,1.3,1.3,1.3
2014 / 2015,Vila Real,7.9,3.4,2.4,1.9
2014 / 2015,Terras de Trás-os-Montes,3.2,1.2,1.6,1.5
2014 / 2015,Alfândega da Fé,4.0,0.7,0.7,0.7
2014 / 2015,Bragança,2.3,0.9,1.9,2.0
2014 / 2015,Macedo de Cavaleiros,2.4,2.2,2.2,2.0
2014 / 2015,Miranda do Douro,2.8,0.7,0.7,0.6
2014 / 2015,Mirandela,6.3,2.1,3.8,2.1
2014 / 2015,Mogadouro,3.1,1.2,1.2,1.2
2014 / 2015,Vila Flor,7.9,0.9,0.9,0.9
2014 / 2015,Vimioso,4.4,1.2,1.2,
2014 / 2015,Vinhais,6.9,0.9,0.9,0.9
2014 / 2015,Centro,4.1,2.7,2.6,2.5
2014 / 2015,Oeste,4.7,3.5,3.3,3.2
2014 / 2015,Alcobaça,4.8,2.5,2.8,2.6
2014 / 2015,Alenquer,4.8,3.5,3.4,6.1
2014 / 2015,Arruda dos Vinhos,3.3,15.8,11.7,5.1
2014 / 2015,Bombarral,11.7,2.3,2.3,2.3
2014 / 2015,Cadaval,4.3,1.7,1.7,1.7
2014 / 2015,Caldas da Rainha,3.8,4.2,3.1,2.3
2014 / 2015,Lourinhã,4.6,3.4,3.6,1.9
2014 / 2015,Nazaré,5.7,3.7,4.0,3.7
2014 / 2015,Óbidos,3.5,3.3,2.2,2.2
2014 / 2015,Peniche,6.9,3.8,3.8,2.8
2014 / 2015,Sobral de Monte Agraço,4.6,1.9,1.9,1.9
2014 / 2015,Torres Vedras,5.0,4.3,4.3,5.3
2014 / 2015,Região de Aveiro,4.7,2.8,2.6,2.5
2014 / 2015,Águeda,4.6,3.9,3.0,1.9
2014 / 2015,Albergaria-a-Velha,5.9,3.9,2.4,2.9
2014 / 2015,Anadia,6.1,4.2,4.0,4.3
2014 / 2015,Aveiro,6.2,2.8,2.3,2.1
2014 / 2015,Estarreja,3.9,2.7,2.6,3.4
2014 / 2015,Ílhavo,2.1,2.0,2.4,2.3
2014 / 2015,Murtosa,4.9,4.7,4.6,4.9
2014 / 2015,Oliveira do Bairro,5.0,3.1,3.1,3.6
2014 / 2015,Ovar,6.3,1.9,2.1,2.4
2014 / 2015,Sever do Vouga,5.7,4.3,4.2,4.2
2014 / 2015,Vagos,6.4,3.4,3.2,3.1
2014 / 2015,Região de Coimbra,4.4,2.7,2.6,2.3
2014 / 2015,Arganil,1.9,1.7,1.7,1.4
2014 / 2015,Cantanhede,5.7,2.7,2.7,2.7
2014 / 2015,Coimbra,5.5,3.2,3.1,2.6
2014 / 2015,Condeixa-a-Nova,3.5,2.8,2.2,1.6
2014 / 2015,Figueira da Foz,6.2,2.8,2.5,2.3
2014 / 2015,Góis,3.0,2.3,2.4,
2014 / 2015,Lousã,3.9,3.6,3.2,2.0
2014 / 2015,Mealhada,5.6,2.4,2.5,2.2
2014 / 2015,Mira,3.7,2.1,1.5,1.5
2014 / 2015,Miranda do Corvo,6.5,2.7,2.8,2.7
2014 / 2015,Montemor-o-Velho,4.2,3.0,2.8,2.4
2014 / 2015,Mortágua,2.4,2.5,2.5,2.1
2014 / 2015,Oliveira do Hospital,3.1,2.3,2.4,2.0
2014 / 2015,Pampilhosa da Serra,1.2,0.9,0.9,1.0
2014 / 2015,Penacova,4.5,2.3,2.2,1.9
2014 / 2015,Penela,2.3,2.4,2.5,0.6
2014 / 2015,Soure,3.3,2.7,2.8,2.7
2014 / 2015,Tábua,2.7,1.8,3.3,2.1
2014 / 2015,Vila Nova de Poiares,3.3,2.1,2.1,2.1
2014 / 2015,Região de Leiria,4.3,3.1,3.2,2.4
2014 / 2015,Alvaiázere,4.6,1.8,1.8,1.0
2014 / 2015,Ansião,4.1,3.4,3.6,1.1
2014 / 2015,Batalha,4.6,4.1,4.2,3.3
2014 / 2015,Castanheira de Pêra,2.7,0.8,0.8,
2014 / 2015,Figueiró dos Vinhos,2.4,1.3,1.7,1.7
2014 / 2015,Leiria,4.3,4.1,4.2,3.2
2014 / 2015,Marinha Grande,4.3,2.2,2.2,2.2
2014 / 2015,Pedrógão Grande,2.5,1.5,1.5,1.1
2014 / 2015,Pombal,5.2,3.2,3.1,2.4
2014 / 2015,Porto de Mós,4.1,2.8,3.1,3.3
2014 / 2015,Viseu Dão Lafões,3.6,2.3,2.4,2.6
