year,region,1_4_gr_students_per_computer,5_6_gr_students_per_computer,7_9_gr_students_per_computer,10_12_gr_students_per_computer
2017 / 2018,Benavente,17.1,12.1,11.5,10.1
2017 / 2018,Cartaxo,9.6,6.0,4.5,3.6
2017 / 2018,Chamusca,6.0,2.3,2.3,2.3
2017 / 2018,Coruche,10.5,3.7,3.5,3.3
2017 / 2018,Golegã,5.6,2.5,2.5,2.5
2017 / 2018,Rio Maior,5.6,4.3,4.3,4.4
2017 / 2018,Salvaterra de Magos,9.0,6.1,6.0,4.9
2017 / 2018,Santarém,5.6,4.3,4.3,4.5
2017 / 2018,Alto Alentejo,2.8,2.6,2.8,3.2
2017 / 2018,Alter do Chão,9.0,1.1,1.3,1.8
2017 / 2018,Arronches,0.8,0.8,0.8,0.8
2017 / 2018,Avis,11.9,1.4,1.4,0.6
2017 / 2018,Campo Maior,3.1,3.0,3.4,3.4
2017 / 2018,Castelo de Vide,10.1,1.4,1.5,
2017 / 2018,Crato,11.9,12.7,12.5,8.4
2017 / 2018,Elvas,1.7,4.1,3.9,3.2
2017 / 2018,Fronteira,3.3,3.5,3.5,
2017 / 2018,Gavião,1.3,1.3,1.3,1.3
2017 / 2018,Marvão,1.3,1.3,1.7,
2017 / 2018,Monforte,5.5,29.0,45.0,
2017 / 2018,Nisa,2.3,2.3,2.3,2.3
2017 / 2018,Ponte de Sor,4.0,3.0,4.9,5.0
2017 / 2018,Portalegre,6.9,3.2,3.7,3.9
2017 / 2018,Sousel,4.6,1.9,1.9,1.9
2017 / 2018,Alentejo Central,6.2,4.1,3.9,3.8
2017 / 2018,Alandroal,3.7,2.6,2.7,
2017 / 2018,Arraiolos,6.9,3.2,3.2,3.3
2017 / 2018,Borba,11.1,2.3,2.3,
2017 / 2018,Estremoz,6.0,3.4,4.8,6.4
2017 / 2018,Évora,6.7,4.9,4.6,3.7
2017 / 2018,Montemor-o-Novo,5.2,4.8,4.1,3.2
2017 / 2018,Mora,9.0,2.0,2.0,2.0
2017 / 2018,Mourão,5.0,4.8,4.6,
2017 / 2018,Portel,8.4,2.4,2.5,2.4
2017 / 2018,Redondo,4.5,4.2,4.2,4.2
2017 / 2018,Reguengos de Monsaraz,6.2,4.1,4.2,4.6
2017 / 2018,Vendas Novas,11.1,12.3,12.5,12.2
2017 / 2018,Viana do Alentejo,2.7,2.6,2.5,3.4
2017 / 2018,Vila Viçosa,6.5,4.7,1.9,1.9
2017 / 2018,Algarve,5.7,5.1,5.1,4.5
2017 / 2018,Algarve,5.7,5.1,5.1,4.5
2017 / 2018,Albufeira,8.3,7.1,6.9,4.3
2017 / 2018,Alcoutim,1.0,1.2,1.5,
2017 / 2018,Aljezur,6.4,5.1,4.9,
2017 / 2018,Castro Marim,5.6,3.8,3.8,
2017 / 2018,Faro,6.0,5.0,5.0,3.7
2017 / 2018,Lagoa,4.8,4.4,4.0,2.7
2017 / 2018,Lagos,5.4,8.1,5.6,3.9
2017 / 2018,Loulé,6.0,4.8,4.7,4.6
2017 / 2018,Monchique,4.4,2.8,2.8,
2017 / 2018,Olhão,5.9,4.7,4.8,5.5
2017 / 2018,Portimão,4.2,5.2,5.2,6.9
2017 / 2018,São Brás de Alportel,7.6,6.7,6.8,3.5
2017 / 2018,Silves,7.0,4.9,5.1,5.7
2017 / 2018,Tavira,6.3,5.4,5.4,3.6
2017 / 2018,Vila do Bispo,5.6,5.0,4.1,
2017 / 2018,Vila Real de Santo António,6.3,4.7,5.4,5.7
2017 / 2018,Região Autónoma dos Açores,,,,
2017 / 2018,Região Autónoma dos Açores,,,,
2017 / 2018,Região Autónoma dos Açores,,,,
2017 / 2018,Angra do Heroísmo,,,,
2017 / 2018,Calheta,,,,
2017 / 2018,Corvo,,,,
2017 / 2018,Horta,,,,
2017 / 2018,Lagoa,,,,
2017 / 2018,Lajes das Flores,,,,
2017 / 2018,Lajes do Pico,,,,
2017 / 2018,Madalena,,,,
2017 / 2018,Nordeste,,,,
2017 / 2018,Ponta Delgada,,,,
2017 / 2018,Povoação,,,,
2017 / 2018,Ribeira Grande,,,,
2017 / 2018,Santa Cruz da Graciosa,,,,
2017 / 2018,Santa Cruz das Flores,,,,
2017 / 2018,São Roque do Pico,,,,
2017 / 2018,Velas,,,,
2017 / 2018,Vila da Praia da Vitória,,,,
2017 / 2018,Vila do Porto,,,,
2017 / 2018,Vila Franca do Campo,,,,
2017 / 2018,Região Autónoma da Madeira,,,,
2017 / 2018,Região Autónoma da Madeira,,,,
2017 / 2018,Região Autónoma da Madeira,,,,
2017 / 2018,Calheta,,,,
2017 / 2018,Câmara de Lobos,,,,
2017 / 2018,Funchal,,,,
2017 / 2018,Machico,,,,
2017 / 2018,Ponta do Sol,,,,
2017 / 2018,Porto Moniz,,,,
2017 / 2018,Porto Santo,,,,
2017 / 2018,Ribeira Brava,,,,
2017 / 2018,Santa Cruz,,,,
2017 / 2018,Santana,,,,
2017 / 2018,São Vicente,,,,
2016 / 2017,Portugal,,,,
2016 / 2017,Continente,6.3,3.9,3.8,3.5
2016 / 2017,Norte,6.2,3.6,3.6,3.6
2016 / 2017,Alto Minho,5.3,3.3,3.1,2.5
2016 / 2017,Arcos de Valdevez,4.8,4.2,4.1,3.7
2016 / 2017,Caminha,5.6,3.5,3.2,1.8
2016 / 2017,Melgaço,5.4,1.7,1.7,1.4
2016 / 2017,Monção,4.7,3.8,2.2,1.3
2016 / 2017,Paredes de Coura,4.5,2.7,2.8,1.4
2016 / 2017,Ponte da Barca,2.1,2.3,3.5,3.1
2016 / 2017,Ponte de Lima,4.5,3.2,3.1,3.3
2016 / 2017,Valença,6.9,3.7,3.7,1.5
2016 / 2017,Viana do Castelo,7.8,3.6,3.4,2.9
2016 / 2017,Vila Nova de Cerveira,3.5,2.9,3.2,1.6
2016 / 2017,Cávado,5.8,3.8,3.6,3.7
2016 / 2017,Amares,5.7,3.1,2.9,2.8
2016 / 2017,Barcelos,5.6,4.0,3.8,3.7
2016 / 2017,Braga,6.6,4.3,4.0,3.9
2016 / 2017,Esposende,5.1,3.2,3.2,3.5
2016 / 2017,Terras de Bouro,2.1,1.2,1.2,1.7
2016 / 2017,Vila Verde,4.9,3.0,3.0,3.4
2016 / 2017,Ave,6.5,3.6,3.7,4.3
2016 / 2017,Cabeceiras de Basto,7.3,5.4,5.3,7.8
2016 / 2017,Fafe,6.5,3.7,3.5,5.2
2016 / 2017,Guimarães,7.2,3.4,3.2,4.9
2016 / 2017,Mondim de Basto,3.7,2.5,2.5,2.5
2016 / 2017,Póvoa de Lanhoso,3.9,3.2,3.3,3.3
2016 / 2017,Vieira do Minho,6.0,3.5,3.4,3.4
2016 / 2017,Vila Nova de Famalicão,6.7,3.6,4.3,3.9
2016 / 2017,Vizela,6.2,4.8,4.6,3.1
2016 / 2017,Área Metropolitana do Porto,7.0,4.1,4.0,3.8
2016 / 2017,Arouca,6.3,2.8,4.5,4.7
2016 / 2017,Espinho,7.1,3.5,3.3,3.9
2016 / 2017,Gondomar,7.8,4.7,4.3,3.9
2016 / 2017,Maia,5.4,4.8,5.1,4.9
2016 / 2017,Matosinhos,6.6,5.2,4.4,3.4
2016 / 2017,Oliveira de Azeméis,5.5,3.0,3.0,3.6
2016 / 2017,Paredes,8.0,4.0,4.3,4.0
2016 / 2017,Porto,5.7,3.5,3.6,3.6
2016 / 2017,Póvoa de Varzim,8.0,3.6,3.7,4.4
2016 / 2017,Santa Maria da Feira,6.5,3.5,3.4,4.0
2016 / 2017,Santo Tirso,5.8,3.8,4.0,3.1
2016 / 2017,São João da Madeira,7.3,4.2,3.6,3.2
2016 / 2017,Trofa,7.7,3.6,5.5,8.0
2016 / 2017,Vale de Cambra,9.0,4.5,4.5,5.2
2016 / 2017,Valongo,9.0,4.8,4.0,4.4
2016 / 2017,Vila do Conde,12.3,3.9,3.9,3.7
2016 / 2017,Vila Nova de Gaia,8.5,4.7,4.1,3.6
2016 / 2017,Alto Tâmega,4.3,1.9,2.3,2.3
2016 / 2017,Boticas,7.0,2.2,2.2,
2016 / 2017,Chaves,6.0,1.9,3.1,2.9
2016 / 2017,Montalegre,2.8,1.5,1.6,1.6
2016 / 2017,Ribeira de Pena,8.8,1.5,1.5,1.4
2016 / 2017,Valpaços,2.6,2.0,1.7,1.6
2016 / 2017,Vila Pouca de Aguiar,3.0,2.9,2.8,2.7
2016 / 2017,Tâmega e Sousa,5.9,3.6,3.9,4.6
2016 / 2017,Amarante,8.9,4.9,5.8,7.2
2016 / 2017,Baião,4.9,5.0,5.0,5.9
2016 / 2017,Castelo de Paiva,10.0,5.0,4.8,6.5
2016 / 2017,Celorico de Basto,7.5,3.6,3.6,1.9
2016 / 2017,Cinfães,6.4,2.3,2.3,2.3
2016 / 2017,Felgueiras,4.5,3.4,3.5,4.3
2016 / 2017,Lousada,3.7,3.3,3.9,5.4
2016 / 2017,Marco de Canaveses,7.0,3.7,3.9,3.9
2016 / 2017,Paços de Ferreira,6.1,3.6,3.9,4.9
2016 / 2017,Penafiel,7.6,3.7,3.6,5.0
2016 / 2017,Resende,3.7,2.4,4.5,4.5
2016 / 2017,Douro,5.1,2.6,2.6,2.4
2016 / 2017,Alijó,4.9,1.5,1.3,2.1
2016 / 2017,Armamar,6.8,2.8,2.9,2.9
2016 / 2017,Carrazeda de Ansiães,3.6,1.3,1.2,1.1
2016 / 2017,Freixo de Espada à Cinta,3.5,1.5,1.5,
2016 / 2017,Lamego,4.2,2.4,3.8,4.0
2016 / 2017,Mesão Frio,2.8,1.5,1.5,1.5
2016 / 2017,Moimenta da Beira,11.8,3.2,3.2,3.2
2016 / 2017,Murça,3.2,1.7,1.8,2.0
2016 / 2017,Penedono,2.7,2.4,2.4,
2016 / 2017,Peso da Régua,8.1,3.4,3.8,1.7
2016 / 2017,Sabrosa,6.2,2.1,2.1,2.0
2016 / 2017,Santa Marta de Penaguião,1.4,6.5,6.1,
2016 / 2017,São João da Pesqueira,5.7,2.1,2.2,2.5
2016 / 2017,Sernancelhe,3.7,3.9,3.8,1.7
2016 / 2017,Tabuaço,1.9,2.0,2.0,2.0
2016 / 2017,Tarouca,8.7,2.3,2.3,2.3
2016 / 2017,Torre de Moncorvo,4.4,1.7,1.8,1.8
2016 / 2017,Vila Nova de Foz Côa,2.2,1.9,1.9,1.9
2016 / 2017,Vila Real,10.9,5.2,3.5,2.8
2016 / 2017,Terras de Trás-os-Montes,4.1,1.7,2.2,2.1
2016 / 2017,Alfândega da Fé,6.9,1.1,1.1,1.1
2016 / 2017,Bragança,3.2,1.5,2.8,2.8
2016 / 2017,Macedo de Cavaleiros,2.4,2.1,2.2,1.9
2016 / 2017,Miranda do Douro,3.5,1.0,1.0,0.8
2016 / 2017,Mirandela,9.3,4.0,4.6,3.8
2016 / 2017,Mogadouro,4.4,1.3,1.3,1.3
2016 / 2017,Vila Flor,8.0,1.4,1.4,1.4
2016 / 2017,Vimioso,5.3,1.5,1.5,
2016 / 2017,Vinhais,10.5,1.5,1.6,1.6
2016 / 2017,Centro,5.4,3.9,3.7,3.4
2016 / 2017,Oeste,6.7,4.8,4.7,4.2
2016 / 2017,Alcobaça,7.5,3.2,3.7,3.2
2016 / 2017,Alenquer,6.3,5.0,5.0,6.1
2016 / 2017,Arruda dos Vinhos,5.7,6.1,6.0,6.0
2016 / 2017,Bombarral,9.1,3.9,3.9,3.9
2016 / 2017,Cadaval,5.3,2.8,2.8,2.8
2016 / 2017,Caldas da Rainha,5.7,6.1,5.2,4.0
2016 / 2017,Lourinhã,8.9,4.9,4.9,2.7
2016 / 2017,Nazaré,4.9,5.5,5.6,5.6
2016 / 2017,Óbidos,6.7,6.8,3.9,3.9
2016 / 2017,Peniche,9.3,4.9,4.8,3.0
2016 / 2017,Sobral de Monte Agraço,7.8,3.8,3.8,3.9
2016 / 2017,Torres Vedras,6.5,5.4,5.3,5.3
2016 / 2017,Região de Aveiro,5.5,4.1,4.2,4.5
2016 / 2017,Águeda,5.6,4.9,3.8,3.3
2016 / 2017,Albergaria-a-Velha,7.5,5.2,4.3,4.3
2016 / 2017,Anadia,5.6,6.1,5.8,6.4
2016 / 2017,Aveiro,8.1,4.6,4.5,4.8
2016 / 2017,Estarreja,4.6,3.6,7.2,28.3
2016 / 2017,Ílhavo,2.6,3.2,4.0,4.6
2016 / 2017,Murtosa,12.2,11.1,10.8,15.3
2016 / 2017,Oliveira do Bairro,5.6,2.9,3.0,3.4
2016 / 2017,Ovar,5.0,2.9,3.0,3.3
2016 / 2017,Sever do Vouga,6.8,5.0,5.0,4.9
2016 / 2017,Vagos,7.1,5.2,4.6,4.6
2016 / 2017,Região de Coimbra,6.0,3.8,3.5,2.8
2016 / 2017,Arganil,2.8,2.3,2.3,2.1
2016 / 2017,Cantanhede,9.3,4.3,4.6,3.0
2016 / 2017,Coimbra,7.1,4.0,3.9,3.0
2016 / 2017,Condeixa-a-Nova,6.3,5.7,4.1,2.4
2016 / 2017,Figueira da Foz,6.3,4.5,3.7,3.3
2016 / 2017,Góis,3.2,2.4,2.4,
2016 / 2017,Lousã,7.9,8.1,5.2,2.4
2016 / 2017,Mealhada,8.0,3.5,3.3,2.4
2016 / 2017,Mira,6.5,3.7,2.1,2.1
2016 / 2017,Miranda do Corvo,8.4,3.5,3.3,3.5
2016 / 2017,Montemor-o-Velho,5.2,3.8,3.3,2.3
2016 / 2017,Mortágua,4.8,3.2,3.2,3.5
2016 / 2017,Oliveira do Hospital,4.2,2.6,2.7,2.2
2016 / 2017,Pampilhosa da Serra,1.4,1.2,1.2,1.1
2016 / 2017,Penacova,5.3,2.5,2.5,3.4
2016 / 2017,Penela,4.2,4.2,2.6,0.8
2016 / 2017,Soure,5.1,5.6,2.6,2.5
2016 / 2017,Tábua,3.5,2.3,3.3,3.1
2016 / 2017,Vila Nova de Poiares,5.0,3.1,3.1,3.1
2016 / 2017,Região de Leiria,5.7,4.3,4.2,3.4
2016 / 2017,Alvaiázere,5.0,2.4,2.3,1.2
2016 / 2017,Ansião,6.2,4.4,4.1,1.7
2016 / 2017,Batalha,5.1,4.9,5.2,4.2
2016 / 2017,Castanheira de Pêra,3.3,1.0,1.0,
2016 / 2017,Figueiró dos Vinhos,2.7,2.3,1.5,1.5
2016 / 2017,Leiria,5.9,5.0,5.3,4.1
2016 / 2017,Marinha Grande,7.0,3.6,3.7,3.7
2016 / 2017,Pedrógão Grande,3.6,1.4,1.5,1.4
2016 / 2017,Pombal,4.9,4.6,4.2,3.6
2016 / 2017,Porto de Mós,6.3,5.3,4.2,5.0
2016 / 2017,Viseu Dão Lafões,5.2,3.3,3.3,3.4
2016 / 2017,Aguiar da Beira,6.4,1.7,1.7,1.7
2016 / 2017,Carregal do Sal,2.0,2.4,2.6,3.3
2016 / 2017,Castro Daire,4.6,4.4,3.5,2.8
2016 / 2017,Mangualde,5.7,5.1,3.8,3.2
2016 / 2017,Nelas,14.5,2.4,2.4,2.6
2016 / 2017,Oliveira de Frades,7.5,13.9,12.9,13.1
2016 / 2017,Penalva do Castelo,4.3,3.4,3.4,3.5
2016 / 2017,Santa Comba Dão,4.0,2.6,4.7,4.7
2016 / 2017,São Pedro do Sul,6.1,3.9,4.4,3.4
2016 / 2017,Sátão,4.8,2.4,2.9,4.1
2016 / 2017,Tondela,3.1,2.4,2.1,2.0
2016 / 2017,Vila Nova de Paiva,9.6,2.3,2.0,1.6
2016 / 2017,Viseu,6.6,4.0,3.9,4.4
2016 / 2017,Vouzela,3.4,1.9,2.9,3.3
2016 / 2017,Beira Baixa,5.6,2.9,3.0,3.2
2016 / 2017,Castelo Branco,5.9,3.8,3.9,4.1
2016 / 2017,Idanha-a-Nova,6.4,1.9,2.0,2.1
2016 / 2017,Oleiros,11.1,2.4,2.4,2.3
2016 / 2017,Penamacor,3.5,1.3,1.3,1.3
2016 / 2017,Proença-a-Nova,6.7,1.8,1.8,1.8
2016 / 2017,Vila Velha de Ródão,2.1,1.9,2.1,
2016 / 2017,Médio Tejo,3.7,3.6,3.2,3.3
2016 / 2017,Abrantes,1.6,4.4,4.6,4.1
2016 / 2017,Alcanena,8.6,6.4,2.0,1.8
2016 / 2017,Constância,2.1,3.2,3.2,3.1
2016 / 2017,Entroncamento,5.7,5.3,3.3,2.7
2016 / 2017,Ferreira do Zêzere,3.9,2.5,2.5,2.4
2016 / 2017,Mação,7.2,2.6,2.6,2.6
2016 / 2017,Ourém,4.6,3.8,3.8,4.8
2016 / 2017,Sardoal,9.2,1.7,1.7,1.7
2016 / 2017,Sertã,4.1,4.9,3.5,2.5
2016 / 2017,Tomar,5.7,3.2,3.0,2.7
2016 / 2017,Torres Novas,4.5,3.1,3.4,4.0
2016 / 2017,Vila de Rei,2.5,2.8,2.7,2.7
2016 / 2017,Vila Nova da Barquinha,4.0,2.1,2.1,2.0
2016 / 2017,Beiras e Serra da Estrela,5.1,3.1,2.8,2.7
2016 / 2017,Almeida,2.0,2.0,1.9,1.9
2016 / 2017,Belmonte,12.6,2.0,2.0,2.0
2016 / 2017,Celorico da Beira,17.7,3.3,3.3,3.3
2016 / 2017,Covilhã,5.9,3.3,3.0,3.0
2016 / 2017,Figueira de Castelo Rodrigo,5.6,2.1,2.0,2.1
2016 / 2017,Fornos de Algodres,4.4,3.3,3.3,3.4
2016 / 2017,Fundão,7.1,3.5,3.0,2.6
2016 / 2017,Gouveia,3.6,3.8,2.4,1.9
2016 / 2017,Guarda,5.6,3.2,3.1,3.0
2016 / 2017,Manteigas,2.9,2.1,2.2,2.1
2016 / 2017,Mêda,3.4,3.6,3.4,3.6
2016 / 2017,Pinhel,4.8,2.3,2.9,2.9
2016 / 2017,Sabugal,6.1,4.8,4.3,4.2
2016 / 2017,Seia,3.2,2.4,2.3,2.9
2016 / 2017,Trancoso,4.6,5.0,3.2,2.0
2016 / 2017,Área Metropolitana de Lisboa,7.4,4.4,4.3,3.6
2016 / 2017,Área Metropolitana de Lisboa,7.4,4.4,4.3,3.6
2016 / 2017,Alcochete,9.9,8.3,7.8,3.3
2016 / 2017,Almada,7.5,4.2,4.2,3.5
2016 / 2017,Amadora,8.7,3.5,3.1,2.2
2016 / 2017,Barreiro,9.7,4.8,4.7,3.2
2016 / 2017,Cascais,7.1,5.7,5.4,4.0
2016 / 2017,Lisboa,6.4,4.4,4.2,3.7
2016 / 2017,Loures,7.6,4.8,3.7,2.8
2016 / 2017,Mafra,7.5,7.9,6.9,6.8
2016 / 2017,Moita,6.3,3.9,3.2,1.8
2016 / 2017,Montijo,11.8,5.9,4.2,3.9
2016 / 2017,Odivelas,9.6,4.7,4.4,3.8
2016 / 2017,Oeiras,6.0,3.9,4.7,4.8
2016 / 2017,Palmela,5.8,3.9,5.7,6.9
2016 / 2017,Seixal,10.6,3.8,3.7,3.6
2016 / 2017,Sesimbra,6.0,4.6,4.9,4.5
2016 / 2017,Setúbal,7.6,4.2,4.3,3.4
2016 / 2017,Sintra,7.7,3.9,4.0,4.0
2016 / 2017,Vila Franca de Xira,8.0,5.2,5.9,4.2
2016 / 2017,Alentejo,5.7,3.4,3.3,3.3
2016 / 2017,Alentejo Litoral,5.3,2.9,3.0,3.1
2016 / 2017,Alcácer do Sal,2.7,2.2,3.3,4.2
2016 / 2017,Grândola,7.6,4.2,3.8,3.7
2016 / 2017,Odemira,6.3,2.7,2.5,3.2
2016 / 2017,Santiago do Cacém,4.4,2.8,2.9,2.9
2016 / 2017,Sines,10.8,3.4,3.1,2.7
2016 / 2017,Baixo Alentejo,5.4,3.4,3.3,2.8
2016 / 2017,Aljustrel,5.0,1.9,2.0,2.3
2016 / 2017,Almodôvar,6.4,2.2,2.2,2.1
2016 / 2017,Alvito,2.3,2.3,2.2,1.8
2016 / 2017,Barrancos,1.7,1.8,1.8,
2016 / 2017,Beja,7.0,6.6,5.4,3.5
2016 / 2017,Castro Verde,4.4,4.2,3.8,3.2
2016 / 2017,Cuba,3.4,3.1,2.9,2.1
2016 / 2017,Ferreira do Alentejo,9.5,2.6,2.6,2.4
2016 / 2017,Mértola,2.1,1.5,1.5,1.5
2016 / 2017,Moura,5.8,3.0,3.8,5.4
2016 / 2017,Ourique,12.0,2.6,2.5,2.5
2016 / 2017,Serpa,6.8,3.5,3.1,2.0
2016 / 2017,Vidigueira,3.9,3.7,3.9,4.6
2016 / 2017,Lezíria do Tejo,6.1,4.2,4.1,4.4
2016 / 2017,Almeirim,4.6,4.8,4.2,3.2
2016 / 2017,Alpiarça,3.3,2.9,2.9,2.8
2016 / 2017,Azambuja,5.1,6.2,4.7,3.8
2016 / 2017,Benavente,10.4,6.1,6.2,6.6
2016 / 2017,Cartaxo,11.7,3.8,3.4,3.5
2016 / 2017,Chamusca,6.1,2.0,2.0,2.0
2016 / 2017,Coruche,9.8,3.9,3.2,2.9
2016 / 2017,Golegã,6.5,1.8,1.8,1.8
2016 / 2017,Rio Maior,5.4,4.3,4.2,4.4
2016 / 2017,Salvaterra de Magos,7.1,5.7,5.6,5.2
2016 / 2017,Santarém,5.1,3.9,4.3,6.4
2016 / 2017,Alto Alentejo,5.8,2.5,2.5,2.7
2016 / 2017,Alter do Chão,4.5,0.6,0.7,1.6
2016 / 2017,Arronches,73.0,0.7,0.7,0.7
2016 / 2017,Avis,12.5,2.2,2.1,1.4
2016 / 2017,Campo Maior,11.2,11.4,3.7,3.7
2016 / 2017,Castelo de Vide,8.3,1.6,1.6,
2016 / 2017,Crato,3.8,4.4,4.0,7.8
2016 / 2017,Elvas,9.1,3.4,3.3,2.8
2016 / 2017,Fronteira,2.1,2.6,2.7,
2016 / 2017,Gavião,2.0,2.0,2.1,2.3
2016 / 2017,Marvão,1.4,1.4,1.7,
2016 / 2017,Monforte,10.8,3.6,3.4,
2016 / 2017,Nisa,23.5,1.6,1.6,1.6
2016 / 2017,Ponte de Sor,2.9,2.3,3.0,3.2
2016 / 2017,Portalegre,8.5,3.6,3.2,2.9
2016 / 2017,Sousel,4.2,2.1,2.2,2.2
2016 / 2017,Alentejo Central,5.5,3.6,3.4,3.2
2016 / 2017,Alandroal,3.5,2.5,2.5,
2016 / 2017,Arraiolos,6.5,2.3,2.3,2.3
2016 / 2017,Borba,9.1,2.2,2.2,
2016 / 2017,Estremoz,4.8,4.2,4.7,5.1
2016 / 2017,Évora,5.1,4.2,4.2,3.3
2016 / 2017,Montemor-o-Novo,4.4,4.6,3.9,2.9
2016 / 2017,Mora,4.0,0.8,0.8,0.8
2016 / 2017,Mourão,3.8,4.2,4.2,
2016 / 2017,Portel,10.7,2.4,2.3,2.4
2016 / 2017,Redondo,10.3,9.8,10.0,10.7
2016 / 2017,Reguengos de Monsaraz,6.3,3.3,3.5,4.3
2016 / 2017,Vendas Novas,8.8,6.3,4.7,3.2
2016 / 2017,Viana do Alentejo,3.7,2.9,2.9,3.0
2016 / 2017,Vila Viçosa,6.7,3.1,2.3,2.3
2016 / 2017,Algarve,5.8,4.2,4.2,3.9
2016 / 2017,Algarve,5.8,4.2,4.2,3.9
2016 / 2017,Albufeira,6.6,5.2,5.4,4.3
2016 / 2017,Alcoutim,1.1,1.3,1.1,
2016 / 2017,Aljezur,4.4,3.4,3.3,
2016 / 2017,Castro Marim,5.0,3.6,3.5,
2016 / 2017,Faro,6.5,4.6,4.6,4.0
2016 / 2017,Lagoa,4.2,2.8,2.9,3.3
2016 / 2017,Lagos,6.4,5.4,4.5,3.4
2016 / 2017,Loulé,6.2,4.7,4.5,3.8
2016 / 2017,Monchique,4.6,2.8,2.9,
2016 / 2017,Olhão,5.3,4.0,4.2,5.3
2016 / 2017,Portimão,6.1,3.6,3.6,3.8
2016 / 2017,São Brás de Alportel,5.1,5.1,5.1,2.4
2016 / 2017,Silves,5.7,4.2,4.1,4.6
2016 / 2017,Tavira,6.2,4.1,4.1,2.7
2016 / 2017,Vila do Bispo,4.8,6.5,5.3,
2016 / 2017,Vila Real de Santo António,6.4,4.3,5.1,4.9
2016 / 2017,Região Autónoma dos Açores,,,,
2016 / 2017,Região Autónoma dos Açores,,,,
2016 / 2017,Região Autónoma dos Açores,,,,
2016 / 2017,Angra do Heroísmo,,,,
2016 / 2017,Calheta,,,,
2016 / 2017,Corvo,,,,
2016 / 2017,Horta,,,,
2016 / 2017,Lagoa,,,,
2016 / 2017,Lajes das Flores,,,,
2016 / 2017,Lajes do Pico,,,,
2016 / 2017,Madalena,,,,
2016 / 2017,Nordeste,,,,
2016 / 2017,Ponta Delgada,,,,
2016 / 2017,Povoação,,,,
2016 / 2017,Ribeira Grande,,,,
2016 / 2017,Santa Cruz da Graciosa,,,,
2016 / 2017,Santa Cruz das Flores,,,,
2016 / 2017,São Roque do Pico,,,,
2016 / 2017,Velas,,,,
2016 / 2017,Vila da Praia da Vitória,,,,
2016 / 2017,Vila do Porto,,,,
2016 / 2017,Vila Franca do Campo,,,,
2016 / 2017,Região Autónoma da Madeira,,,,
2016 / 2017,Região Autónoma da Madeira,,,,
2016 / 2017,Região Autónoma da Madeira,,,,
2016 / 2017,Calheta,,,,
2016 / 2017,Câmara de Lobos,,,,
2016 / 2017,Funchal,,,,
2016 / 2017,Machico,,,,
2016 / 2017,Ponta do Sol,,,,
2016 / 2017,Porto Moniz,,,,
2016 / 2017,Porto Santo,,,,
2016 / 2017,Ribeira Brava,,,,
2016 / 2017,Santa Cruz,,,,
2016 / 2017,Santana,,,,
2016 / 2017,São Vicente,,,,
2015 / 2016,Portugal,,,,
2015 / 2016,Continente,5.3,3.1,3.0,2.9
2015 / 2016,Norte,5.1,2.9,2.9,3.0
2015 / 2016,Alto Minho,4.0,2.4,2.3,2.1
2015 / 2016,Arcos de Valdevez,3.4,3.1,3.0,2.7
2015 / 2016,Caminha,4.6,2.3,2.1,1.6
2015 / 2016,Melgaço,3.2,1.2,1.2,1.2
2015 / 2016,Monção,3.5,3.1,1.7,1.0
2015 / 2016,Paredes de Coura,3.8,1.4,1.3,1.0
2015 / 2016,Ponte da Barca,1.5,1.4,3.4,2.9
2015 / 2016,Ponte de Lima,3.6,2.4,2.4,2.7
2015 / 2016,Valença,4.6,2.8,2.8,1.4
2015 / 2016,Viana do Castelo,5.6,2.6,2.5,2.7
2015 / 2016,Vila Nova de Cerveira,3.6,3.0,3.3,1.6
2015 / 2016,Cávado,4.7,3.0,2.8,3.1
2015 / 2016,Amares,4.5,2.4,1.8,1.6
2015 / 2016,Barcelos,4.7,3.4,3.2,3.1
2015 / 2016,Braga,5.5,3.3,3.0,3.4
2015 / 2016,Esposende,4.0,2.4,2.5,2.8
2015 / 2016,Terras de Bouro,1.7,0.9,0.9,1.3
2015 / 2016,Vila Verde,4.1,2.6,2.6,3.6
2015 / 2016,Ave,5.3,2.9,3.0,3.7
2015 / 2016,Cabeceiras de Basto,5.5,4.0,3.9,7.5
2015 / 2016,Fafe,6.3,3.2,2.9,4.6
2015 / 2016,Guimarães,5.7,2.7,2.6,3.6
2015 / 2016,Mondim de Basto,2.9,1.9,1.9,1.9
2015 / 2016,Póvoa de Lanhoso,3.5,2.6,2.5,2.3
2015 / 2016,Vieira do Minho,4.0,2.4,2.4,2.4
2015 / 2016,Vila Nova de Famalicão,5.5,3.0,3.6,4.2
2015 / 2016,Vizela,4.8,4.0,4.0,3.6
2015 / 2016,Área Metropolitana do Porto,5.7,3.3,3.2,3.2
2015 / 2016,Arouca,4.6,2.0,4.4,4.5
2015 / 2016,Espinho,7.8,2.6,2.4,3.2
2015 / 2016,Gondomar,6.2,3.4,3.1,3.2
2015 / 2016,Maia,4.7,3.8,3.8,4.0
2015 / 2016,Matosinhos,5.9,3.7,3.2,3.0
2015 / 2016,Oliveira de Azeméis,4.8,2.8,2.8,3.7
2015 / 2016,Paredes,5.5,3.2,3.8,3.4
2015 / 2016,Porto,4.9,3.1,3.4,3.2
