year,region,kindergarten_public,kindergarten_private,1-4_gr_public,1_4_gr_private,5_6_gr_public,5_6_gr_private,7_9_gr_public,7_9_gr_private,10_12_gr_public,10_12_gr_private,professional_certification_public,professional_certification_private
2010 / 2011,Paredes,1865.0,358.0,4236.0,159.0,2533.0,168.0,4202.0,567.0,2350.0,452.0,,
2010 / 2011,Porto,2136.0,5680.0,7750.0,4310.0,6451.0,2335.0,9611.0,4447.0,14222.0,9918.0,307.0,173.0
2010 / 2011,Póvoa de Varzim,628.0,1179.0,3021.0,187.0,1797.0,96.0,2890.0,117.0,2840.0,52.0,,
2010 / 2011,Santa Maria da Feira,2476.0,1295.0,5658.0,272.0,3109.0,675.0,6319.0,1061.0,3763.0,1230.0,18.0,28.0
2010 / 2011,Santo Tirso,1009.0,700.0,2634.0,503.0,1398.0,580.0,2608.0,891.0,2272.0,909.0,,
2010 / 2011,São João da Madeira,508.0,343.0,1281.0,115.0,965.0,36.0,1302.0,203.0,2025.0,302.0,73.0,
2010 / 2011,Trofa,645.0,211.0,1596.0,107.0,984.0,90.0,1699.0,258.0,1214.0,393.0,,
2010 / 2011,Vale de Cambra,500.0,42.0,871.0,,523.0,,848.0,1.0,827.0,1.0,,
2010 / 2011,Valongo,1530.0,1126.0,3842.0,669.0,2330.0,351.0,3818.0,499.0,2712.0,488.0,,
2010 / 2011,Vila do Conde,1369.0,806.0,3468.0,44.0,1941.0,20.0,3043.0,304.0,1851.0,473.0,,
2010 / 2011,Vila Nova de Gaia,3184.0,3511.0,11248.0,1362.0,6850.0,1205.0,10555.0,1798.0,5924.0,3914.0,,47.0
2010 / 2011,Alto Tâmega,1162.0,691.0,3010.0,261.0,2118.0,,4325.0,110.0,3335.0,383.0,,
2010 / 2011,Boticas,69.0,23.0,188.0,,99.0,,125.0,1.0,16.0,1.0,,
2010 / 2011,Chaves,435.0,396.0,1358.0,261.0,1007.0,,2634.0,17.0,2229.0,288.0,,
2010 / 2011,Montalegre,194.0,,282.0,,217.0,,355.0,,184.0,47.0,,
2010 / 2011,Ribeira de Pena,102.0,75.0,238.0,,156.0,,239.0,15.0,168.0,1.0,,
2010 / 2011,Valpaços,180.0,144.0,500.0,,361.0,,518.0,76.0,383.0,45.0,,
2010 / 2011,Vila Pouca de Aguiar,182.0,53.0,444.0,,278.0,,454.0,1.0,355.0,1.0,,
2010 / 2011,Tâmega e Sousa,9363.0,2239.0,20295.0,913.0,12218.0,1097.0,21105.0,3095.0,14027.0,3164.0,92.0,19.0
2010 / 2011,Amarante,1039.0,376.0,2398.0,324.0,969.0,864.0,1730.0,1611.0,1069.0,2005.0,,
2010 / 2011,Baião,218.0,161.0,940.0,,587.0,,936.0,2.0,546.0,4.0,,
2010 / 2011,Castelo de Paiva,417.0,113.0,830.0,,531.0,57.0,850.0,89.0,570.0,3.0,,
2010 / 2011,Celorico de Basto,417.0,25.0,762.0,,470.0,,1073.0,2.0,816.0,1.0,,
2010 / 2011,Cinfães,401.0,22.0,914.0,,532.0,,1043.0,,736.0,19.0,,
2010 / 2011,Felgueiras,964.0,463.0,2549.0,212.0,1806.0,23.0,2962.0,319.0,2282.0,434.0,92.0,
2010 / 2011,Lousada,1180.0,194.0,2384.0,197.0,1448.0,121.0,2323.0,314.0,1471.0,150.0,,
2010 / 2011,Marco de Canaveses,1567.0,89.0,2679.0,,1701.0,,2964.0,65.0,1845.0,98.0,,
2010 / 2011,Paços de Ferreira,1138.0,412.0,2782.0,96.0,1800.0,30.0,2754.0,232.0,1771.0,244.0,,19.0
2010 / 2011,Penafiel,1760.0,345.0,3581.0,84.0,2056.0,2.0,4128.0,281.0,2655.0,65.0,,
2010 / 2011,Resende,262.0,39.0,476.0,,318.0,,342.0,180.0,266.0,141.0,,
2010 / 2011,Douro,3203.0,1768.0,7546.0,526.0,4288.0,688.0,8507.0,1137.0,7209.0,2063.0,91.0,
2010 / 2011,Alijó,194.0,107.0,407.0,,219.0,,388.0,5.0,248.0,4.0,,
2010 / 2011,Armamar,107.0,40.0,265.0,,122.0,,191.0,2.0,,2.0,,
2010 / 2011,Carrazeda de Ansiães,80.0,61.0,191.0,,106.0,,177.0,20.0,129.0,89.0,,
2010 / 2011,Freixo de Espada à Cinta,29.0,56.0,136.0,,63.0,,101.0,,14.0,,,
2010 / 2011,Lamego,403.0,268.0,952.0,170.0,557.0,88.0,1101.0,147.0,1213.0,352.0,91.0,
2010 / 2011,Mesão Frio,128.0,,190.0,,136.0,,214.0,,174.0,2.0,,
2010 / 2011,Moimenta da Beira,230.0,97.0,442.0,,277.0,,727.0,67.0,601.0,111.0,,
2010 / 2011,Murça,83.0,37.0,210.0,,116.0,,245.0,6.0,142.0,88.0,,
2010 / 2011,Penedono,44.0,41.0,109.0,,79.0,,135.0,1.0,2.0,1.0,,
2010 / 2011,Peso da Régua,150.0,324.0,746.0,,380.0,152.0,620.0,232.0,1085.0,2.0,,
2010 / 2011,Sabrosa,108.0,37.0,220.0,2.0,114.0,46.0,188.0,126.0,173.0,122.0,,
2010 / 2011,Santa Marta de Penaguião,44.0,79.0,260.0,15.0,120.0,,183.0,,,1.0,,
2010 / 2011,São João da Pesqueira,201.0,,313.0,2.0,192.0,61.0,250.0,225.0,157.0,392.0,,
2010 / 2011,Sernancelhe,63.0,30.0,188.0,,104.0,,156.0,,3.0,194.0,,
2010 / 2011,Tabuaço,140.0,,217.0,,126.0,55.0,171.0,11.0,122.0,3.0,,
2010 / 2011,Tarouca,199.0,27.0,298.0,,198.0,,267.0,,161.0,2.0,,
2010 / 2011,Torre de Moncorvo,119.0,17.0,193.0,,122.0,,225.0,1.0,236.0,3.0,,
2010 / 2011,Vila Nova de Foz Côa,72.0,65.0,228.0,,134.0,,223.0,1.0,138.0,16.0,,
2010 / 2011,Vila Real,809.0,482.0,1981.0,337.0,1123.0,286.0,2945.0,293.0,2611.0,679.0,,
2010 / 2011,Terras de Trás-os-Montes,1236.0,1203.0,3429.0,303.0,2185.0,227.0,4785.0,799.0,3877.0,613.0,543.0,74.0
2010 / 2011,Alfândega da Fé,75.0,21.0,155.0,,76.0,,146.0,,159.0,,,
2010 / 2011,Bragança,341.0,517.0,999.0,243.0,791.0,1.0,1698.0,127.0,1853.0,184.0,481.0,20.0
2010 / 2011,Macedo de Cavaleiros,153.0,155.0,502.0,5.0,229.0,60.0,473.0,226.0,333.0,156.0,,29.0
2010 / 2011,Miranda do Douro,120.0,17.0,204.0,,107.0,35.0,303.0,1.0,249.0,4.0,,
2010 / 2011,Mirandela,190.0,350.0,803.0,55.0,531.0,131.0,704.0,411.0,798.0,264.0,62.0,25.0
2010 / 2011,Mogadouro,91.0,69.0,252.0,,139.0,,260.0,2.0,223.0,2.0,,
2010 / 2011,Vila Flor,98.0,36.0,234.0,,151.0,,894.0,,133.0,,,
2010 / 2011,Vimioso,76.0,,100.0,,60.0,,100.0,30.0,,1.0,,
2010 / 2011,Vinhais,92.0,38.0,180.0,,101.0,,207.0,2.0,129.0,2.0,,
2010 / 2011,Centro,34724.0,23717.0,87534.0,6243.0,46833.0,10111.0,76211.0,22141.0,69893.0,23595.0,3414.0,165.0
2010 / 2011,Oeste,5803.0,4081.0,15292.0,793.0,7544.0,1867.0,10949.0,4144.0,9628.0,3987.0,169.0,
2010 / 2011,Alcobaça,590.0,897.0,2335.0,89.0,1435.0,27.0,1673.0,770.0,1348.0,815.0,,
2010 / 2011,Alenquer,677.0,307.0,1783.0,89.0,1018.0,,1448.0,,1213.0,13.0,,
2010 / 2011,Arruda dos Vinhos,303.0,160.0,662.0,67.0,,515.0,,761.0,,608.0,,
2010 / 2011,Bombarral,281.0,60.0,524.0,,284.0,,671.0,1.0,423.0,1.0,,
2010 / 2011,Cadaval,281.0,85.0,565.0,,249.0,,393.0,,305.0,,,
2010 / 2011,Caldas da Rainha,844.0,530.0,2189.0,197.0,1004.0,548.0,1599.0,709.0,1913.0,698.0,23.0,
2010 / 2011,Lourinhã,498.0,242.0,1146.0,,631.0,,907.0,1.0,685.0,4.0,,
2010 / 2011,Nazaré,201.0,163.0,615.0,,234.0,117.0,202.0,333.0,54.0,521.0,,
2010 / 2011,Óbidos,265.0,72.0,497.0,,246.0,,391.0,1.0,257.0,1.0,39.0,
2010 / 2011,Peniche,262.0,499.0,1156.0,12.0,686.0,59.0,1022.0,282.0,830.0,164.0,107.0,
2010 / 2011,Sobral de Monte Agraço,139.0,112.0,395.0,,275.0,,323.0,1.0,191.0,1.0,,
2010 / 2011,Torres Vedras,1462.0,954.0,3425.0,339.0,1482.0,601.0,2320.0,1285.0,2409.0,1161.0,,
2010 / 2011,Região de Aveiro,4947.0,4571.0,15142.0,916.0,8424.0,1492.0,13432.0,2898.0,11834.0,2709.0,358.0,
2010 / 2011,Águeda,542.0,686.0,2148.0,,1353.0,236.0,1588.0,527.0,1811.0,1.0,239.0,
2010 / 2011,Albergaria-a-Velha,381.0,257.0,1006.0,91.0,517.0,110.0,969.0,172.0,647.0,314.0,,
2010 / 2011,Anadia,306.0,425.0,945.0,272.0,380.0,282.0,749.0,369.0,612.0,368.0,,
2010 / 2011,Aveiro,903.0,1298.0,3314.0,265.0,1928.0,258.0,2982.0,674.0,3649.0,760.0,119.0,
2010 / 2011,Estarreja,372.0,354.0,1112.0,74.0,666.0,,1061.0,,899.0,17.0,,
2010 / 2011,Ílhavo,537.0,421.0,1547.0,,835.0,,1382.0,,983.0,,,
2010 / 2011,Murtosa,192.0,87.0,476.0,,282.0,16.0,417.0,,82.0,1.0,,
2010 / 2011,Oliveira do Bairro,282.0,231.0,867.0,85.0,372.0,258.0,676.0,426.0,419.0,362.0,,
2010 / 2011,Ovar,789.0,613.0,2381.0,129.0,1523.0,35.0,2368.0,255.0,1506.0,445.0,,
2010 / 2011,Sever do Vouga,238.0,43.0,464.0,,280.0,,609.0,1.0,560.0,1.0,,
2010 / 2011,Vagos,405.0,156.0,882.0,,288.0,297.0,631.0,474.0,666.0,440.0,,
2010 / 2011,Região de Coimbra,5633.0,5278.0,15407.0,1893.0,8391.0,2310.0,13056.0,4416.0,13994.0,4561.0,498.0,42.0
2010 / 2011,Arganil,216.0,50.0,767.0,,359.0,,706.0,,867.0,,,
2010 / 2011,Cantanhede,476.0,485.0,1302.0,91.0,616.0,258.0,984.0,396.0,922.0,424.0,,
2010 / 2011,Coimbra,1063.0,2410.0,4283.0,1510.0,1808.0,1593.0,3454.0,2511.0,6496.0,1651.0,434.0,42.0
2010 / 2011,Condeixa-a-Nova,281.0,71.0,523.0,,280.0,,337.0,,269.0,,,
2010 / 2011,Figueira da Foz,713.0,716.0,2084.0,283.0,1709.0,260.0,1800.0,803.0,1679.0,557.0,,
2010 / 2011,Góis,56.0,55.0,135.0,,76.0,,118.0,,1.0,5.0,,
2010 / 2011,Lousã,385.0,126.0,730.0,,373.0,,749.0,,566.0,151.0,,
2010 / 2011,Mealhada,241.0,290.0,719.0,,396.0,,626.0,16.0,314.0,305.0,,
2010 / 2011,Mira,181.0,54.0,374.0,,203.0,,348.0,,256.0,2.0,,
2010 / 2011,Miranda do Corvo,223.0,85.0,455.0,,306.0,,448.0,,239.0,,,
2010 / 2011,Montemor-o-Velho,314.0,249.0,829.0,,442.0,40.0,622.0,198.0,343.0,457.0,,
2010 / 2011,Mortágua,144.0,35.0,286.0,,195.0,,235.0,12.0,215.0,125.0,,
2010 / 2011,Oliveira do Hospital,338.0,194.0,806.0,9.0,571.0,,836.0,1.0,657.0,131.0,64.0,
2010 / 2011,Pampilhosa da Serra,18.0,50.0,96.0,,52.0,,53.0,,38.0,29.0,,
2010 / 2011,Penacova,297.0,25.0,458.0,,235.0,,415.0,11.0,221.0,110.0,,
2010 / 2011,Penela,111.0,19.0,170.0,,111.0,,169.0,95.0,,98.0,,
2010 / 2011,Soure,245.0,230.0,613.0,,242.0,154.0,443.0,295.0,496.0,390.0,,
2010 / 2011,Tábua,240.0,68.0,500.0,,254.0,,422.0,,253.0,42.0,,
2010 / 2011,Vila Nova de Poiares,91.0,66.0,277.0,,163.0,5.0,291.0,78.0,162.0,84.0,,
2010 / 2011,Região de Leiria,5340.0,2617.0,11407.0,980.0,5044.0,2195.0,9009.0,4757.0,8218.0,4146.0,1254.0,35.0
2010 / 2011,Alvaiázere,129.0,18.0,216.0,,127.0,,196.0,3.0,89.0,31.0,,
2010 / 2011,Ansião,236.0,121.0,518.0,,227.0,103.0,339.0,328.0,310.0,288.0,,
2010 / 2011,Batalha,226.0,246.0,555.0,139.0,311.0,172.0,716.0,258.0,463.0,,,
2010 / 2011,Castanheira de Pêra,63.0,,94.0,,57.0,,99.0,1.0,,1.0,,
2010 / 2011,Figueiró dos Vinhos,123.0,26.0,187.0,,95.0,,185.0,1.0,252.0,1.0,,
2010 / 2011,Leiria,2139.0,1381.0,4783.0,681.0,2153.0,956.0,3819.0,2098.0,3701.0,1500.0,1254.0,35.0
2010 / 2011,Marinha Grande,721.0,282.0,1684.0,104.0,900.0,19.0,1619.0,138.0,1755.0,349.0,,
2010 / 2011,Pedrógão Grande,38.0,30.0,122.0,,69.0,,122.0,14.0,,270.0,,
2010 / 2011,Pombal,1148.0,341.0,2185.0,56.0,738.0,677.0,1173.0,1510.0,1081.0,1394.0,,
2010 / 2011,Porto de Mós,517.0,172.0,1063.0,,367.0,268.0,741.0,406.0,567.0,312.0,,
2010 / 2011,Viseu Dão Lafões,4885.0,1878.0,10599.0,355.0,5898.0,673.0,10359.0,1684.0,8515.0,2224.0,171.0,88.0
2010 / 2011,Aguiar da Beira,130.0,,177.0,,102.0,,184.0,,165.0,,,
2010 / 2011,Carregal do Sal,241.0,24.0,382.0,,229.0,,412.0,1.0,224.0,1.0,,
2010 / 2011,Castro Daire,342.0,43.0,578.0,,359.0,,673.0,14.0,476.0,91.0,,
2010 / 2011,Mangualde,298.0,178.0,841.0,,510.0,,801.0,33.0,656.0,2.0,,
2010 / 2011,Nelas,246.0,171.0,596.0,40.0,278.0,,483.0,,398.0,,,
2010 / 2011,Oliveira de Frades,220.0,75.0,481.0,,301.0,4.0,403.0,107.0,333.0,101.0,,
2010 / 2011,Penalva do Castelo,172.0,,263.0,,150.0,,317.0,1.0,205.0,1.0,,
2010 / 2011,Santa Comba Dão,219.0,92.0,456.0,3.0,235.0,90.0,371.0,202.0,291.0,233.0,,
2010 / 2011,São Pedro do Sul,322.0,74.0,640.0,,390.0,,1193.0,16.0,516.0,234.0,,
2010 / 2011,Sátão,288.0,24.0,462.0,,274.0,,486.0,2.0,339.0,2.0,,
2010 / 2011,Tondela,462.0,124.0,956.0,,594.0,57.0,947.0,332.0,667.0,395.0,,
2010 / 2011,Vila Nova de Paiva,138.0,,219.0,,115.0,,218.0,,141.0,,,
2010 / 2011,Viseu,1603.0,1040.0,4170.0,312.0,2122.0,522.0,3536.0,907.0,3883.0,1017.0,171.0,88.0
2010 / 2011,Vouzela,204.0,33.0,378.0,,239.0,,335.0,69.0,221.0,147.0,,
2010 / 2011,Beira Baixa,1056.0,821.0,2628.0,259.0,1639.0,45.0,3068.0,465.0,2867.0,862.0,185.0,
2010 / 2011,Castelo Branco,675.0,671.0,1839.0,259.0,1202.0,19.0,2257.0,386.0,2333.0,730.0,185.0,
2010 / 2011,Idanha-a-Nova,134.0,68.0,275.0,,134.0,,308.0,24.0,212.0,94.0,,
2010 / 2011,Oleiros,49.0,21.0,103.0,,67.0,,113.0,,66.0,,,
2010 / 2011,Penamacor,61.0,14.0,126.0,,81.0,,126.0,11.0,83.0,1.0,,
2010 / 2011,Proença-a-Nova,91.0,47.0,224.0,,117.0,26.0,203.0,44.0,173.0,37.0,,
2010 / 2011,Vila Velha de Ródão,46.0,,61.0,,38.0,,61.0,,,,,
2010 / 2011,Médio Tejo,4075.0,2212.0,8974.0,754.0,4834.0,933.0,9016.0,2003.0,7388.0,2969.0,491.0,
2010 / 2011,Abrantes,551.0,370.0,1359.0,75.0,840.0,,1339.0,1.0,1314.0,47.0,129.0,
2010 / 2011,Alcanena,243.0,136.0,537.0,,302.0,,569.0,,357.0,,,
2010 / 2011,Constância,136.0,,208.0,,112.0,,124.0,,78.0,,,
2010 / 2011,Entroncamento,292.0,325.0,691.0,296.0,454.0,47.0,669.0,130.0,620.0,385.0,,
2010 / 2011,Ferreira do Zêzere,162.0,67.0,320.0,,167.0,,275.0,,202.0,,,
2010 / 2011,Mação,114.0,,198.0,,132.0,,294.0,,334.0,,,
2010 / 2011,Ourém,862.0,395.0,1884.0,86.0,568.0,751.0,960.0,1237.0,685.0,1714.0,,
2010 / 2011,Sardoal,96.0,,137.0,,120.0,,143.0,,110.0,,,
2010 / 2011,Sertã,227.0,136.0,583.0,,226.0,90.0,528.0,177.0,525.0,229.0,,
2010 / 2011,Tomar,687.0,244.0,1414.0,160.0,921.0,,2716.0,14.0,1955.0,107.0,362.0,
2010 / 2011,Torres Novas,517.0,482.0,1260.0,137.0,765.0,45.0,1075.0,444.0,1087.0,487.0,,
2010 / 2011,Vila de Rei,40.0,25.0,113.0,,69.0,,104.0,,20.0,,,
2010 / 2011,Vila Nova da Barquinha,148.0,32.0,270.0,,158.0,,220.0,,101.0,,,
2010 / 2011,Beiras e Serra da Estrela,2985.0,2259.0,8085.0,293.0,5059.0,596.0,7322.0,1774.0,7449.0,2137.0,288.0,
2010 / 2011,Almeida,41.0,54.0,190.0,,122.0,,191.0,1.0,132.0,1.0,,
2010 / 2011,Belmonte,85.0,70.0,215.0,,139.0,,240.0,,138.0,,,
2010 / 2011,Celorico da Beira,96.0,64.0,280.0,,169.0,,205.0,,172.0,,,
2010 / 2011,Covilhã,720.0,480.0,1774.0,102.0,1622.0,125.0,1844.0,378.0,2102.0,313.0,,
2010 / 2011,Figueira de Castelo Rodrigo,25.0,85.0,203.0,,111.0,,143.0,,150.0,,,
2010 / 2011,Fornos de Algodres,110.0,,157.0,,112.0,,156.0,12.0,155.0,1.0,,
2010 / 2011,Fundão,319.0,346.0,996.0,,548.0,71.0,869.0,222.0,790.0,288.0,34.0,
2010 / 2011,Gouveia,199.0,126.0,432.0,6.0,275.0,32.0,419.0,37.0,313.0,222.0,,
2010 / 2011,Guarda,541.0,594.0,1586.0,179.0,940.0,129.0,1635.0,618.0,1908.0,549.0,205.0,
2010 / 2011,Manteigas,67.0,,96.0,,72.0,,104.0,9.0,2.0,148.0,,
2010 / 2011,Mêda,44.0,49.0,146.0,,91.0,,143.0,,108.0,,,
2010 / 2011,Pinhel,126.0,98.0,293.0,,153.0,,250.0,,169.0,,,
2010 / 2011,Sabugal,124.0,17.0,329.0,,105.0,85.0,191.0,249.0,180.0,1.0,,
2010 / 2011,Seia,301.0,225.0,1066.0,,400.0,97.0,651.0,182.0,859.0,303.0,49.0,
2010 / 2011,Trancoso,187.0,51.0,322.0,6.0,200.0,57.0,281.0,66.0,271.0,311.0,,
2010 / 2011,Área Metropolitana de Lisboa,25909.0,49688.0,104988.0,27434.0,64072.0,11522.0,99954.0,16916.0,95484.0,20870.0,1389.0,225.0
2010 / 2011,Área Metropolitana de Lisboa,25909.0,49688.0,104988.0,27434.0,64072.0,11522.0,99954.0,16916.0,95484.0,20870.0,1389.0,225.0
2010 / 2011,Alcochete,200.0,344.0,791.0,99.0,493.0,,669.0,,685.0,,,
2010 / 2011,Almada,1605.0,2936.0,7142.0,1056.0,4059.0,467.0,6067.0,497.0,6080.0,1040.0,,
2010 / 2011,Amadora,1742.0,2215.0,6426.0,862.0,4411.0,311.0,6741.0,823.0,6010.0,1434.0,157.0,
2010 / 2011,Barreiro,899.0,1153.0,3404.0,325.0,2147.0,65.0,3126.0,80.0,3419.0,134.0,45.0,
2010 / 2011,Cascais,953.0,5089.0,5446.0,4504.0,3769.0,2300.0,5472.0,3139.0,5154.0,2114.0,258.0,
2010 / 2011,Lisboa,5179.0,13158.0,15380.0,12294.0,10423.0,5164.0,18013.0,7557.0,22157.0,11381.0,716.0,225.0
2010 / 2011,Loures,2276.0,2721.0,7986.0,1378.0,4782.0,538.0,6733.0,754.0,5056.0,649.0,,
2010 / 2011,Mafra,1752.0,784.0,3673.0,27.0,1274.0,617.0,1700.0,962.0,1642.0,494.0,,
2010 / 2011,Moita,775.0,489.0,3053.0,,1808.0,,2544.0,121.0,1172.0,489.0,,
2010 / 2011,Montijo,659.0,659.0,2237.0,9.0,1212.0,2.0,1811.0,144.0,1173.0,382.0,,
2010 / 2011,Odivelas,1228.0,1761.0,5718.0,437.0,3354.0,286.0,5764.0,413.0,4951.0,189.0,,
2010 / 2011,Oeiras,945.0,3920.0,5493.0,1400.0,3471.0,201.0,5243.0,378.0,5615.0,810.0,49.0,
2010 / 2011,Palmela,719.0,887.0,2820.0,484.0,1517.0,249.0,2302.0,283.0,2071.0,403.0,,
2010 / 2011,Seixal,1062.0,2523.0,6498.0,906.0,3909.0,291.0,6040.0,401.0,6135.0,458.0,,
2010 / 2011,Sesimbra,572.0,528.0,2284.0,53.0,1337.0,12.0,1857.0,46.0,1250.0,51.0,,
2010 / 2011,Setúbal,748.0,2452.0,5145.0,646.0,3244.0,82.0,5443.0,142.0,5202.0,520.0,164.0,
2010 / 2011,Sintra,3281.0,5182.0,15886.0,2347.0,9606.0,731.0,14209.0,976.0,12113.0,322.0,,
2010 / 2011,Vila Franca de Xira,1314.0,2887.0,5606.0,607.0,3256.0,206.0,6220.0,200.0,5599.0,,,
2010 / 2011,Alentejo,11916.0,7764.0,29676.0,1020.0,16722.0,1266.0,26279.0,3128.0,23574.0,5513.0,697.0,79.0
2010 / 2011,Alentejo Litoral,1748.0,793.0,3697.0,1.0,2062.0,201.0,3054.0,480.0,2979.0,678.0,27.0,12.0
2010 / 2011,Alcácer do Sal,242.0,118.0,478.0,,272.0,,384.0,,327.0,2.0,,
2010 / 2011,Grândola,283.0,69.0,595.0,,310.0,,527.0,32.0,404.0,3.0,,
2010 / 2011,Odemira,413.0,216.0,948.0,1.0,428.0,201.0,536.0,410.0,403.0,470.0,,
2010 / 2011,Santiago do Cacém,504.0,219.0,1057.0,,701.0,,1086.0,33.0,1423.0,2.0,27.0,12.0
2010 / 2011,Sines,306.0,171.0,619.0,,351.0,,521.0,5.0,422.0,201.0,,
2010 / 2011,Baixo Alentejo,2134.0,1278.0,5085.0,86.0,2663.0,302.0,4184.0,614.0,4740.0,958.0,260.0,
2010 / 2011,Aljustrel,121.0,80.0,307.0,,241.0,,306.0,,745.0,64.0,16.0,
2010 / 2011,Almodôvar,136.0,38.0,239.0,,124.0,,308.0,,271.0,3.0,,
2010 / 2011,Alvito,65.0,,91.0,,,42.0,1.0,146.0,50.0,201.0,,
2010 / 2011,Barrancos,57.0,,69.0,,31.0,,42.0,1.0,2.0,3.0,,
2010 / 2011,Beja,406.0,733.0,1554.0,86.0,818.0,153.0,1377.0,208.0,1539.0,120.0,244.0,
2010 / 2011,Castro Verde,158.0,41.0,298.0,,163.0,,271.0,,208.0,,,
2010 / 2011,Cuba,112.0,22.0,183.0,,97.0,,152.0,,27.0,160.0,,
2010 / 2011,Ferreira do Alentejo,168.0,61.0,282.0,,105.0,9.0,179.0,47.0,72.0,50.0,,
2010 / 2011,Mértola,95.0,24.0,192.0,,124.0,,196.0,44.0,211.0,58.0,,
2010 / 2011,Moura,335.0,126.0,829.0,,465.0,35.0,551.0,69.0,440.0,124.0,,
2010 / 2011,Ourique,73.0,42.0,163.0,,89.0,21.0,158.0,,112.0,5.0,,
2010 / 2011,Serpa,296.0,68.0,615.0,,298.0,42.0,499.0,98.0,1061.0,16.0,,
2010 / 2011,Vidigueira,112.0,43.0,263.0,,108.0,,144.0,1.0,2.0,154.0,,
2010 / 2011,Lezíria do Tejo,3903.0,2737.0,10466.0,329.0,5685.0,356.0,8827.0,1005.0,6435.0,1916.0,100.0,30.0
2010 / 2011,Almeirim,379.0,312.0,1043.0,7.0,603.0,30.0,819.0,171.0,479.0,153.0,,
2010 / 2011,Alpiarça,122.0,66.0,298.0,,173.0,,190.0,,104.0,,,
2010 / 2011,Azambuja,140.0,533.0,967.0,,563.0,,834.0,1.0,520.0,3.0,,
2010 / 2011,Benavente,672.0,224.0,1483.0,,793.0,,1316.0,1.0,659.0,1.0,,
2010 / 2011,Cartaxo,241.0,347.0,1040.0,40.0,559.0,,909.0,,583.0,2.0,,
2010 / 2011,Chamusca,185.0,25.0,346.0,,200.0,,251.0,16.0,147.0,1.0,,
2010 / 2011,Coruche,307.0,109.0,713.0,,401.0,,555.0,30.0,374.0,180.0,,
2010 / 2011,Golegã,96.0,46.0,209.0,,141.0,,167.0,,71.0,,,
2010 / 2011,Rio Maior,455.0,186.0,958.0,57.0,474.0,,895.0,44.0,563.0,213.0,,
2010 / 2011,Salvaterra de Magos,265.0,262.0,941.0,6.0,536.0,58.0,743.0,189.0,533.0,424.0,,
2010 / 2011,Santarém,1041.0,627.0,2468.0,219.0,1242.0,268.0,2148.0,553.0,2402.0,939.0,100.0,30.0
2010 / 2011,Alto Alentejo,1905.0,1121.0,4352.0,147.0,2700.0,143.0,4471.0,369.0,3766.0,708.0,145.0,
2010 / 2011,Alter do Chão,70.0,,114.0,,74.0,,89.0,,191.0,,,
2010 / 2011,Arronches,42.0,27.0,89.0,,60.0,,89.0,,10.0,,,
2010 / 2011,Avis,89.0,,171.0,,83.0,1.0,108.0,8.0,15.0,140.0,,
2010 / 2011,Campo Maior,181.0,97.0,407.0,5.0,217.0,47.0,318.0,98.0,254.0,50.0,,
2010 / 2011,Castelo de Vide,53.0,21.0,97.0,,80.0,,128.0,1.0,51.0,1.0,,
2010 / 2011,Crato,33.0,29.0,108.0,,60.0,,85.0,,26.0,53.0,,
2010 / 2011,Elvas,387.0,342.0,959.0,101.0,552.0,74.0,717.0,135.0,783.0,170.0,30.0,
2010 / 2011,Fronteira,70.0,16.0,125.0,,78.0,21.0,72.0,65.0,74.0,90.0,,
2010 / 2011,Gavião,44.0,26.0,102.0,,69.0,,110.0,,40.0,,,
2010 / 2011,Marvão,58.0,,98.0,,53.0,,84.0,,12.0,,,
2010 / 2011,Monforte,99.0,,158.0,,78.0,,82.0,,,,,
2010 / 2011,Nisa,93.0,40.0,210.0,,129.0,,180.0,21.0,78.0,166.0,,
2010 / 2011,Ponte de Sor,247.0,162.0,572.0,41.0,399.0,,696.0,1.0,821.0,1.0,25.0,
2010 / 2011,Portalegre,365.0,322.0,955.0,,629.0,,1476.0,14.0,1374.0,35.0,90.0,
2010 / 2011,Sousel,74.0,39.0,187.0,,139.0,,237.0,26.0,37.0,2.0,,
2010 / 2011,Alentejo Central,2226.0,1835.0,6076.0,457.0,3612.0,264.0,5743.0,660.0,5654.0,1253.0,165.0,37.0
2010 / 2011,Alandroal,117.0,,174.0,,135.0,,178.0,1.0,77.0,1.0,,
2010 / 2011,Arraiolos,77.0,73.0,233.0,,165.0,,263.0,,231.0,2.0,,
2010 / 2011,Borba,102.0,51.0,257.0,,144.0,,240.0,2.0,51.0,1.0,,
2010 / 2011,Estremoz,193.0,105.0,388.0,95.0,270.0,25.0,465.0,16.0,604.0,142.0,,
2010 / 2011,Évora,518.0,1069.0,2128.0,293.0,1239.0,148.0,2087.0,394.0,2470.0,901.0,165.0,37.0
2010 / 2011,Montemor-o-Novo,232.0,125.0,612.0,,329.0,,514.0,,443.0,46.0,,
2010 / 2011,Mora,77.0,30.0,146.0,,104.0,,121.0,,96.0,,,
2010 / 2011,Mourão,73.0,,145.0,,85.0,,92.0,1.0,,3.0,,
2010 / 2011,Portel,91.0,54.0,238.0,,145.0,,152.0,,43.0,,,
2010 / 2011,Redondo,119.0,23.0,265.0,,146.0,,319.0,13.0,121.0,2.0,,
2010 / 2011,Reguengos de Monsaraz,221.0,59.0,489.0,,276.0,23.0,421.0,77.0,355.0,87.0,,
