year,region,kindergarten_public,kindergarten_private,1-4_gr_public,1_4_gr_private,5_6_gr_public,5_6_gr_private,7_9_gr_public,7_9_gr_private,10_12_gr_public,10_12_gr_private,professional_certification_public,professional_certification_private
2002 / 2003,Vila de Rei,45.0,16.0,126.0,,60.0,,125.0,,,,,
2002 / 2003,Vila Nova da Barquinha,167.0,,254.0,,130.0,,210.0,,138.0,,11.0,
2002 / 2003,Beiras e Serra da Estrela,3478.0,2712.0,10213.0,131.0,5493.0,594.0,8270.0,1088.0,8367.0,1445.0,,20.0
2002 / 2003,Almeida,21.0,109.0,237.0,,155.0,,250.0,,285.0,,,
2002 / 2003,Belmonte,77.0,136.0,330.0,,215.0,,288.0,,238.0,,,
2002 / 2003,Celorico da Beira,120.0,48.0,394.0,,216.0,,283.0,,133.0,,,
2002 / 2003,Covilhã,797.0,538.0,2145.0,61.0,1261.0,109.0,1690.0,307.0,1778.0,255.0,,
2002 / 2003,Figueira de Castelo Rodrigo,62.0,88.0,281.0,,174.0,,240.0,,205.0,,,
2002 / 2003,Fornos de Algodres,143.0,,244.0,,154.0,,240.0,,189.0,,,
2002 / 2003,Fundão,350.0,414.0,1312.0,,596.0,108.0,957.0,211.0,987.0,273.0,,
2002 / 2003,Gouveia,231.0,169.0,603.0,,348.0,,615.0,,431.0,129.0,,
2002 / 2003,Guarda,616.0,690.0,1927.0,70.0,1002.0,131.0,1554.0,135.0,2023.0,4.0,,
2002 / 2003,Manteigas,113.0,,162.0,,103.0,,155.0,,,267.0,,
2002 / 2003,Mêda,70.0,42.0,217.0,,121.0,,196.0,,115.0,,,
2002 / 2003,Pinhel,158.0,85.0,349.0,,193.0,,351.0,,389.0,,,
2002 / 2003,Sabugal,149.0,51.0,436.0,,199.0,86.0,279.0,157.0,300.0,,,
2002 / 2003,Seia,407.0,277.0,1118.0,,495.0,160.0,732.0,278.0,1031.0,154.0,,20.0
2002 / 2003,Trancoso,164.0,65.0,458.0,,261.0,,440.0,,263.0,363.0,,
2002 / 2003,Área Metropolitana de Lisboa,18091.0,41325.0,102545.0,24787.0,56370.0,10071.0,80184.0,12322.0,87708.0,16402.0,68.0,61.0
2002 / 2003,Área Metropolitana de Lisboa,18091.0,41325.0,102545.0,24787.0,56370.0,10071.0,80184.0,12322.0,87708.0,16402.0,68.0,61.0
2002 / 2003,Alcochete,128.0,165.0,622.0,,279.0,,472.0,,404.0,,,
2002 / 2003,Almada,995.0,2392.0,6697.0,1153.0,3429.0,378.0,5583.0,515.0,6706.0,1068.0,15.0,
2002 / 2003,Amadora,998.0,2094.0,6458.0,1080.0,3713.0,206.0,5002.0,271.0,5197.0,824.0,,20.0
2002 / 2003,Barreiro,558.0,898.0,3309.0,247.0,1932.0,42.0,2731.0,11.0,3978.0,120.0,,
2002 / 2003,Cascais,728.0,4392.0,5234.0,4132.0,2372.0,2179.0,3987.0,2781.0,5020.0,1684.0,,
2002 / 2003,Lisboa,5076.0,11878.0,16994.0,11628.0,9807.0,5270.0,13966.0,6330.0,19268.0,9940.0,53.0,41.0
2002 / 2003,Loures,1437.0,2070.0,8195.0,650.0,4433.0,260.0,5989.0,494.0,4891.0,779.0,,
2002 / 2003,Mafra,823.0,344.0,2498.0,22.0,1289.0,,1807.0,,1269.0,,,
2002 / 2003,Moita,462.0,398.0,3349.0,21.0,1792.0,,2369.0,,1711.0,,,
2002 / 2003,Montijo,357.0,362.0,2058.0,,1069.0,,1540.0,,1408.0,168.0,,
2002 / 2003,Odivelas,844.0,1489.0,5402.0,673.0,3052.0,416.0,4472.0,651.0,5254.0,139.0,,
2002 / 2003,Oeiras,562.0,2983.0,5090.0,883.0,3273.0,45.0,4542.0,,5390.0,433.0,,
2002 / 2003,Palmela,184.0,638.0,2385.0,124.0,1209.0,48.0,1412.0,49.0,1109.0,,,
2002 / 2003,Seixal,726.0,1727.0,6715.0,535.0,3706.0,171.0,5218.0,87.0,5225.0,100.0,,
2002 / 2003,Sesimbra,219.0,424.0,1861.0,86.0,1081.0,,1511.0,,1404.0,,,
2002 / 2003,Setúbal,497.0,1693.0,5090.0,370.0,2906.0,43.0,4332.0,,4618.0,620.0,,
2002 / 2003,Sintra,2689.0,4933.0,15613.0,2596.0,8429.0,841.0,11402.0,987.0,10473.0,527.0,,
2002 / 2003,Vila Franca de Xira,808.0,2445.0,4975.0,587.0,2599.0,172.0,3849.0,146.0,4383.0,,,
2002 / 2003,Alentejo,10155.0,7398.0,31594.0,854.0,16476.0,867.0,24703.0,1138.0,23907.0,3523.0,,45.0
2002 / 2003,Alentejo Litoral,1398.0,670.0,3889.0,,2130.0,159.0,3189.0,223.0,3185.0,672.0,,
2002 / 2003,Alcácer do Sal,184.0,102.0,522.0,,337.0,,441.0,,446.0,,,
2002 / 2003,Grândola,210.0,69.0,592.0,,329.0,,509.0,,491.0,,,
2002 / 2003,Odemira,472.0,125.0,1016.0,,419.0,159.0,697.0,223.0,643.0,419.0,,
2002 / 2003,Santiago do Cacém,311.0,265.0,1124.0,,697.0,,1052.0,,1102.0,,,
2002 / 2003,Sines,221.0,109.0,635.0,,348.0,,490.0,,503.0,253.0,,
2002 / 2003,Baixo Alentejo,2094.0,1154.0,5418.0,78.0,2883.0,195.0,4386.0,273.0,4636.0,572.0,,
2002 / 2003,Aljustrel,141.0,42.0,428.0,,243.0,,364.0,,382.0,,,
2002 / 2003,Almodôvar,127.0,34.0,213.0,,223.0,,252.0,,229.0,,,
2002 / 2003,Alvito,49.0,,84.0,,,57.0,,90.0,,202.0,,
2002 / 2003,Barrancos,45.0,,50.0,,38.0,,64.0,,,,,
2002 / 2003,Beja,356.0,666.0,1495.0,78.0,787.0,138.0,1273.0,183.0,2018.0,82.0,,
2002 / 2003,Castro Verde,154.0,19.0,296.0,,160.0,,276.0,,311.0,,,
2002 / 2003,Cuba,77.0,36.0,220.0,,110.0,,142.0,,50.0,70.0,,
2002 / 2003,Ferreira do Alentejo,214.0,15.0,319.0,,141.0,,194.0,,152.0,,,
2002 / 2003,Mértola,110.0,40.0,256.0,,156.0,,235.0,,263.0,50.0,,
2002 / 2003,Moura,344.0,146.0,848.0,,376.0,,605.0,,487.0,86.0,,
2002 / 2003,Ourique,95.0,,185.0,,112.0,,182.0,,160.0,,,
2002 / 2003,Serpa,264.0,107.0,763.0,,382.0,,592.0,,584.0,,,
2002 / 2003,Vidigueira,118.0,49.0,261.0,,155.0,,207.0,,,82.0,,
2002 / 2003,Lezíria do Tejo,3032.0,2289.0,10387.0,,5036.0,234.0,7645.0,198.0,6814.0,764.0,,20.0
2002 / 2003,Almeirim,262.0,295.0,930.0,,463.0,,647.0,,784.0,,,
2002 / 2003,Alpiarça,110.0,67.0,348.0,,129.0,,218.0,,174.0,,,
2002 / 2003,Azambuja,41.0,439.0,916.0,,373.0,,583.0,,343.0,,,
2002 / 2003,Benavente,431.0,137.0,1255.0,,658.0,,870.0,,576.0,,,
2002 / 2003,Cartaxo,243.0,245.0,999.0,,531.0,,836.0,,943.0,,,
2002 / 2003,Chamusca,172.0,61.0,473.0,,165.0,,394.0,,265.0,,,
2002 / 2003,Coruche,265.0,107.0,790.0,,381.0,,574.0,,381.0,109.0,,
2002 / 2003,Golegã,99.0,28.0,249.0,,123.0,,207.0,,96.0,,,
2002 / 2003,Rio Maior,419.0,96.0,886.0,,669.0,,916.0,,828.0,153.0,,
2002 / 2003,Salvaterra de Magos,175.0,221.0,938.0,,480.0,,697.0,,604.0,265.0,,20.0
2002 / 2003,Santarém,815.0,593.0,2603.0,,1064.0,234.0,1703.0,198.0,1820.0,237.0,,
2002 / 2003,Alto Alentejo,1767.0,1169.0,5068.0,205.0,2516.0,76.0,3890.0,244.0,3717.0,664.0,,25.0
2002 / 2003,Alter do Chão,63.0,,157.0,,89.0,,110.0,,245.0,,,
2002 / 2003,Arronches,46.0,,120.0,,58.0,,95.0,,,,,
2002 / 2003,Avis,106.0,,191.0,,81.0,,140.0,,14.0,129.0,,
2002 / 2003,Campo Maior,167.0,75.0,409.0,,206.0,,330.0,,236.0,45.0,,
2002 / 2003,Castelo de Vide,59.0,26.0,148.0,,60.0,,121.0,,,,,
2002 / 2003,Crato,30.0,41.0,141.0,,74.0,,95.0,,,,,
2002 / 2003,Elvas,324.0,350.0,1071.0,119.0,513.0,60.0,793.0,93.0,954.0,209.0,,
2002 / 2003,Fronteira,39.0,21.0,109.0,,82.0,,47.0,92.0,,24.0,,
2002 / 2003,Gavião,23.0,36.0,184.0,,79.0,,109.0,,,,,
2002 / 2003,Marvão,68.0,,125.0,,78.0,,122.0,,,,,
2002 / 2003,Monforte,80.0,,202.0,,48.0,,76.0,,13.0,42.0,,
2002 / 2003,Nisa,70.0,73.0,258.0,,99.0,,183.0,,95.0,174.0,,
2002 / 2003,Ponte de Sor,270.0,210.0,707.0,54.0,426.0,,629.0,,597.0,,,
2002 / 2003,Portalegre,333.0,291.0,1016.0,32.0,514.0,16.0,899.0,59.0,1535.0,41.0,,25.0
2002 / 2003,Sousel,89.0,46.0,230.0,,109.0,,141.0,,28.0,,,
2002 / 2003,Alentejo Central,1864.0,2116.0,6832.0,571.0,3911.0,203.0,5593.0,200.0,5555.0,851.0,,
2002 / 2003,Alandroal,123.0,,264.0,,120.0,,166.0,,,,,
2002 / 2003,Arraiolos,52.0,135.0,285.0,,178.0,,237.0,,218.0,,,
2002 / 2003,Borba,117.0,47.0,317.0,,149.0,,222.0,,,,,
2002 / 2003,Estremoz,182.0,150.0,569.0,118.0,338.0,,515.0,,667.0,197.0,,
2002 / 2003,Évora,272.0,1067.0,2282.0,298.0,1282.0,157.0,1792.0,141.0,2113.0,579.0,,
2002 / 2003,Montemor-o-Novo,226.0,101.0,626.0,,374.0,,553.0,,423.0,,,
2002 / 2003,Mora,77.0,34.0,191.0,,124.0,,174.0,,146.0,,,
2002 / 2003,Mourão,105.0,,167.0,,86.0,,107.0,,30.0,,,
2002 / 2003,Portel,88.0,69.0,241.0,,163.0,,213.0,,64.0,35.0,,
2002 / 2003,Redondo,97.0,68.0,337.0,,171.0,,200.0,,149.0,,,
2002 / 2003,Reguengos de Monsaraz,216.0,46.0,487.0,,374.0,,480.0,,402.0,,,
2002 / 2003,Vendas Novas,87.0,152.0,425.0,95.0,190.0,46.0,340.0,59.0,501.0,,,
2002 / 2003,Viana do Alentejo,91.0,59.0,227.0,,164.0,,276.0,,273.0,,,
2002 / 2003,Vila Viçosa,131.0,188.0,414.0,60.0,198.0,,318.0,,569.0,40.0,,
2002 / 2003,Algarve,3935.0,4751.0,18226.0,1365.0,10291.0,295.0,14884.0,370.0,15169.0,787.0,40.0,
2002 / 2003,Algarve,3935.0,4751.0,18226.0,1365.0,10291.0,295.0,14884.0,370.0,15169.0,787.0,40.0,
2002 / 2003,Albufeira,539.0,328.0,1811.0,49.0,982.0,,1313.0,,1060.0,,,
2002 / 2003,Alcoutim,33.0,41.0,102.0,,36.0,,111.0,,,,,
2002 / 2003,Aljezur,108.0,,202.0,,109.0,,150.0,,,,,
2002 / 2003,Castro Marim,82.0,90.0,312.0,,99.0,,200.0,,,,,
2002 / 2003,Faro,119.0,1221.0,2451.0,402.0,1493.0,94.0,2177.0,81.0,2847.0,297.0,20.0,
2002 / 2003,Lagoa,295.0,190.0,1010.0,168.0,530.0,108.0,732.0,138.0,418.0,66.0,,
2002 / 2003,Lagos,61.0,476.0,1235.0,123.0,730.0,,912.0,,1193.0,,20.0,
2002 / 2003,Loulé,721.0,618.0,2976.0,161.0,1557.0,93.0,2381.0,151.0,2339.0,294.0,,
2002 / 2003,Monchique,48.0,,222.0,,118.0,,230.0,,,,,
2002 / 2003,Olhão,178.0,488.0,1937.0,178.0,1188.0,,1435.0,,1373.0,,,
2002 / 2003,Portimão,743.0,537.0,2052.0,248.0,1340.0,,1813.0,,2692.0,62.0,,
2002 / 2003,São Brás de Alportel,113.0,75.0,447.0,,218.0,,354.0,,343.0,,,
2002 / 2003,Silves,471.0,220.0,1416.0,36.0,795.0,,1146.0,,924.0,68.0,,
2002 / 2003,Tavira,196.0,256.0,909.0,,500.0,,1008.0,,927.0,,,
2002 / 2003,Vila do Bispo,88.0,36.0,276.0,,112.0,,151.0,,,,,
2002 / 2003,Vila Real de Santo António,140.0,175.0,868.0,,484.0,,771.0,,1053.0,,,
2002 / 2003,Região Autónoma dos Açores,,,,,,,,,,,,
2002 / 2003,Região Autónoma dos Açores,,,,,,,,,,,,
2002 / 2003,Região Autónoma dos Açores,,,,,,,,,,,,
2002 / 2003,Angra do Heroísmo,,,,,,,,,,,,
2002 / 2003,Calheta,,,,,,,,,,,,
2002 / 2003,Corvo,,,,,,,,,,,,
2002 / 2003,Horta,,,,,,,,,,,,
2002 / 2003,Lagoa,,,,,,,,,,,,
2002 / 2003,Lajes das Flores,,,,,,,,,,,,
2002 / 2003,Lajes do Pico,,,,,,,,,,,,
2002 / 2003,Madalena,,,,,,,,,,,,
2002 / 2003,Nordeste,,,,,,,,,,,,
2002 / 2003,Ponta Delgada,,,,,,,,,,,,
2002 / 2003,Povoação,,,,,,,,,,,,
2002 / 2003,Ribeira Grande,,,,,,,,,,,,
2002 / 2003,Santa Cruz da Graciosa,,,,,,,,,,,,
2002 / 2003,Santa Cruz das Flores,,,,,,,,,,,,
2002 / 2003,São Roque do Pico,,,,,,,,,,,,
2002 / 2003,Velas,,,,,,,,,,,,
2002 / 2003,Vila da Praia da Vitória,,,,,,,,,,,,
2002 / 2003,Vila do Porto,,,,,,,,,,,,
2002 / 2003,Vila Franca do Campo,,,,,,,,,,,,
2002 / 2003,Região Autónoma da Madeira,,,,,,,,,,,,
2002 / 2003,Região Autónoma da Madeira,,,,,,,,,,,,
2002 / 2003,Região Autónoma da Madeira,,,,,,,,,,,,
2002 / 2003,Calheta,,,,,,,,,,,,
2002 / 2003,Câmara de Lobos,,,,,,,,,,,,
2002 / 2003,Funchal,,,,,,,,,,,,
2002 / 2003,Machico,,,,,,,,,,,,
2002 / 2003,Ponta do Sol,,,,,,,,,,,,
2002 / 2003,Porto Moniz,,,,,,,,,,,,
2002 / 2003,Porto Santo,,,,,,,,,,,,
2002 / 2003,Ribeira Brava,,,,,,,,,,,,
2002 / 2003,Santa Cruz,,,,,,,,,,,,
2002 / 2003,Santana,,,,,,,,,,,,
2002 / 2003,São Vicente,,,,,,,,,,,,
2001 / 2002,Portugal,,,,,,,,,,,,
2001 / 2002,Continente,113323.0,113569.0,439273.0,47924.0,226311.0,28295.0,336733.0,41707.0,308033.0,68871.0,,
2001 / 2002,Norte,49116.0,37026.0,181945.0,14047.0,95038.0,9449.0,137783.0,14767.0,101016.0,30105.0,,
2001 / 2002,Alto Minho,3151.0,1998.0,11023.0,128.0,5542.0,377.0,9075.0,1053.0,7421.0,2142.0,,
2001 / 2002,Arcos de Valdevez,152.0,127.0,925.0,,499.0,,847.0,,566.0,348.0,,
2001 / 2002,Caminha,233.0,188.0,752.0,,445.0,,315.0,503.0,372.0,861.0,,
2001 / 2002,Melgaço,104.0,61.0,354.0,,175.0,,308.0,,297.0,101.0,,
2001 / 2002,Monção,278.0,75.0,713.0,,427.0,,651.0,12.0,886.0,99.0,,
2001 / 2002,Paredes de Coura,79.0,166.0,325.0,,205.0,,336.0,,157.0,155.0,,
2001 / 2002,Ponte da Barca,114.0,29.0,662.0,,374.0,,563.0,,271.0,122.0,,
2001 / 2002,Ponte de Lima,813.0,180.0,2403.0,,1140.0,,1873.0,,1027.0,,,
2001 / 2002,Valença,255.0,35.0,653.0,,284.0,,500.0,,329.0,99.0,,
2001 / 2002,Viana do Castelo,985.0,1095.0,3839.0,128.0,1829.0,285.0,3464.0,394.0,3376.0,145.0,,
2001 / 2002,Vila Nova de Cerveira,138.0,42.0,397.0,,164.0,92.0,218.0,144.0,140.0,212.0,,
2001 / 2002,Cávado,6879.0,4438.0,21335.0,1325.0,10414.0,1416.0,16015.0,2089.0,12460.0,3291.0,,
2001 / 2002,Amares,504.0,47.0,1014.0,,492.0,,776.0,,613.0,,,
2001 / 2002,Barcelos,2388.0,757.0,6965.0,,2811.0,604.0,4247.0,795.0,2502.0,536.0,,
2001 / 2002,Braga,2086.0,3151.0,8165.0,1325.0,4324.0,812.0,6835.0,1254.0,7392.0,2377.0,,
2001 / 2002,Esposende,643.0,290.0,1962.0,,1094.0,,1625.0,,793.0,117.0,,
2001 / 2002,Terras de Bouro,122.0,53.0,428.0,,232.0,,376.0,,141.0,,,
2001 / 2002,Vila Verde,1136.0,140.0,2801.0,,1461.0,,2156.0,40.0,1019.0,261.0,,
2001 / 2002,Ave,5363.0,4561.0,24118.0,629.0,11521.0,1419.0,16270.0,2234.0,10916.0,3092.0,,
2001 / 2002,Cabeceiras de Basto,524.0,63.0,1111.0,,645.0,,821.0,,,487.0,,
2001 / 2002,Fafe,783.0,614.0,2808.0,,1492.0,,2369.0,,1329.0,98.0,,
2001 / 2002,Guimarães,1524.0,1613.0,9181.0,223.0,4702.0,,6499.0,15.0,4384.0,611.0,,
2001 / 2002,Mondim de Basto,170.0,60.0,562.0,,325.0,,417.0,,313.0,,,
2001 / 2002,Póvoa de Lanhoso,468.0,183.0,1390.0,,777.0,,1191.0,,712.0,182.0,,
2001 / 2002,Vieira do Minho,240.0,39.0,780.0,,403.0,,697.0,,499.0,,,
2001 / 2002,Vila Nova de Famalicão,1458.0,1838.0,6890.0,406.0,2591.0,1284.0,3490.0,2059.0,2814.0,1714.0,,
2001 / 2002,Vizela,196.0,151.0,1396.0,,586.0,135.0,786.0,160.0,865.0,,,
2001 / 2002,Área Metropolitana do Porto,20000.0,19981.0,78415.0,9800.0,42893.0,4629.0,61416.0,6861.0,44083.0,17485.0,,
2001 / 2002,Arouca,398.0,73.0,1321.0,,656.0,,1023.0,,627.0,,,
2001 / 2002,Espinho,520.0,293.0,1882.0,24.0,1081.0,,1421.0,15.0,1486.0,368.0,,
2001 / 2002,Gondomar,1592.0,772.0,6887.0,458.0,3433.0,158.0,4947.0,298.0,3085.0,460.0,,
2001 / 2002,Maia,1097.0,1002.0,4739.0,223.0,2729.0,,3958.0,,2717.0,35.0,,
2001 / 2002,Matosinhos,1002.0,2048.0,6641.0,861.0,4173.0,83.0,5894.0,39.0,3984.0,286.0,,
2001 / 2002,Oliveira de Azeméis,838.0,869.0,3373.0,250.0,1780.0,,2536.0,,1433.0,,,
2001 / 2002,Paredes,1484.0,242.0,4959.0,142.0,2670.0,53.0,3251.0,57.0,1658.0,,,
2001 / 2002,Porto,2269.0,6934.0,9855.0,4989.0,5586.0,2181.0,8647.0,3090.0,9818.0,9644.0,,
2001 / 2002,Póvoa de Varzim,474.0,831.0,3770.0,,1939.0,,2773.0,,2179.0,,,
2001 / 2002,Santa Maria da Feira,2586.0,1094.0,6968.0,184.0,3098.0,727.0,4116.0,1384.0,1795.0,1723.0,,
2001 / 2002,Santo Tirso,969.0,802.0,3394.0,583.0,1684.0,460.0,2484.0,759.0,2044.0,876.0,,
2001 / 2002,São João da Madeira,457.0,448.0,1377.0,169.0,782.0,50.0,1396.0,72.0,2167.0,191.0,,
2001 / 2002,Trofa,406.0,147.0,1934.0,85.0,1198.0,41.0,1769.0,61.0,893.0,,,
2001 / 2002,Vale de Cambra,586.0,25.0,1165.0,,700.0,,1032.0,,846.0,,,
2001 / 2002,Valongo,1131.0,989.0,4036.0,575.0,2547.0,238.0,3556.0,124.0,2732.0,91.0,,
2001 / 2002,Vila do Conde,1240.0,666.0,3925.0,36.0,2075.0,,2968.0,,1627.0,226.0,,
2001 / 2002,Vila Nova de Gaia,2951.0,2746.0,12189.0,1221.0,6762.0,638.0,9645.0,962.0,4992.0,3585.0,,
2001 / 2002,Alto Tâmega,1194.0,922.0,4587.0,230.0,2725.0,73.0,4259.0,128.0,3477.0,350.0,,
2001 / 2002,Boticas,53.0,40.0,272.0,,141.0,,253.0,,,49.0,,
2001 / 2002,Chaves,436.0,500.0,1717.0,230.0,1181.0,,1844.0,,1977.0,255.0,,
2001 / 2002,Montalegre,228.0,25.0,518.0,,217.0,73.0,424.0,128.0,279.0,46.0,,
2001 / 2002,Ribeira de Pena,59.0,94.0,385.0,,211.0,,367.0,,207.0,,,
2001 / 2002,Valpaços,215.0,176.0,898.0,,550.0,,778.0,,561.0,,,
2001 / 2002,Vila Pouca de Aguiar,203.0,87.0,797.0,,425.0,,593.0,,453.0,,,
2001 / 2002,Tâmega e Sousa,7355.0,2068.0,27216.0,932.0,13341.0,859.0,17270.0,1283.0,9399.0,2172.0,,
2001 / 2002,Amarante,895.0,331.0,3237.0,312.0,1191.0,821.0,1578.0,1141.0,1035.0,1401.0,,
2001 / 2002,Baião,169.0,184.0,1313.0,,692.0,,821.0,,359.0,,,
2001 / 2002,Castelo de Paiva,367.0,95.0,1015.0,,539.0,,785.0,,448.0,,,
2001 / 2002,Celorico de Basto,318.0,25.0,1148.0,,728.0,,955.0,,627.0,,,
2001 / 2002,Cinfães,387.0,32.0,1274.0,,594.0,,821.0,,421.0,69.0,,
2001 / 2002,Felgueiras,654.0,357.0,3755.0,237.0,2202.0,,2897.0,,1478.0,154.0,,
2001 / 2002,Lousada,878.0,291.0,2982.0,231.0,1466.0,38.0,1957.0,,896.0,272.0,,
2001 / 2002,Marco de Canaveses,1442.0,92.0,3520.0,,1731.0,,2178.0,,1197.0,19.0,,
2001 / 2002,Paços de Ferreira,797.0,308.0,3476.0,64.0,1703.0,,2231.0,,803.0,127.0,,
2001 / 2002,Penafiel,1200.0,340.0,4783.0,88.0,2078.0,,2647.0,,1872.0,,,
2001 / 2002,Resende,248.0,13.0,713.0,,417.0,,400.0,142.0,263.0,130.0,,
2001 / 2002,Douro,3715.0,1929.0,10262.0,651.0,5690.0,579.0,8641.0,770.0,7733.0,1197.0,,
2001 / 2002,Alijó,236.0,140.0,598.0,,375.0,,609.0,,298.0,,,
2001 / 2002,Armamar,136.0,44.0,370.0,,195.0,,256.0,,,,,
2001 / 2002,Carrazeda de Ansiães,48.0,83.0,322.0,,154.0,,298.0,,243.0,61.0,,
2001 / 2002,Freixo de Espada à Cinta,74.0,28.0,146.0,,79.0,,106.0,,,,,
2001 / 2002,Lamego,596.0,237.0,1318.0,159.0,824.0,101.0,1209.0,147.0,1089.0,273.0,,
2001 / 2002,Mesão Frio,113.0,,274.0,,182.0,,243.0,,144.0,,,
2001 / 2002,Moimenta da Beira,330.0,37.0,580.0,,386.0,,545.0,12.0,604.0,114.0,,
2001 / 2002,Murça,33.0,87.0,300.0,,224.0,,289.0,7.0,225.0,114.0,,
2001 / 2002,Penedono,39.0,30.0,135.0,,98.0,,134.0,,,,,
2001 / 2002,Peso da Régua,116.0,403.0,1134.0,,484.0,156.0,794.0,215.0,1096.0,,,
2001 / 2002,Sabrosa,141.0,25.0,303.0,43.0,150.0,,230.0,,129.0,,,
2001 / 2002,Santa Marta de Penaguião,37.0,106.0,378.0,,156.0,,224.0,,,,,
2001 / 2002,São João da Pesqueira,252.0,,447.0,,291.0,,321.0,10.0,151.0,145.0,,
2001 / 2002,Sernancelhe,115.0,35.0,291.0,,162.0,,242.0,35.0,,116.0,,
2001 / 2002,Tabuaço,157.0,,375.0,,192.0,,278.0,,121.0,,,
2001 / 2002,Tarouca,232.0,,446.0,,263.0,,349.0,,277.0,,,
2001 / 2002,Torre de Moncorvo,184.0,25.0,404.0,,173.0,,358.0,20.0,367.0,,,
2001 / 2002,Vila Nova de Foz Côa,123.0,93.0,327.0,,172.0,,260.0,,266.0,,,
2001 / 2002,Vila Real,753.0,556.0,2114.0,449.0,1130.0,322.0,1896.0,324.0,2723.0,374.0,,
2001 / 2002,Terras de Trás-os-Montes,1459.0,1129.0,4989.0,352.0,2912.0,97.0,4837.0,349.0,5527.0,376.0,,
2001 / 2002,Alfândega da Fé,99.0,35.0,240.0,,140.0,,210.0,,193.0,,,
2001 / 2002,Bragança,209.0,426.0,1218.0,315.0,864.0,,1630.0,,2074.0,161.0,,
2001 / 2002,Macedo de Cavaleiros,229.0,166.0,825.0,,361.0,61.0,607.0,83.0,675.0,,,
2001 / 2002,Miranda do Douro,105.0,45.0,295.0,,154.0,,249.0,,309.0,,,
2001 / 2002,Mirandela,332.0,325.0,1155.0,37.0,673.0,36.0,955.0,266.0,1044.0,215.0,,
2001 / 2002,Mogadouro,101.0,66.0,402.0,,207.0,,378.0,,640.0,,,
2001 / 2002,Vila Flor,122.0,40.0,326.0,,166.0,,312.0,,249.0,,,
2001 / 2002,Vimioso,112.0,,170.0,,110.0,,150.0,,,,,
2001 / 2002,Vinhais,150.0,26.0,358.0,,237.0,,346.0,,343.0,,,
2001 / 2002,Centro,34198.0,23979.0,103087.0,5408.0,49130.0,8007.0,75356.0,13220.0,77490.0,17457.0,,
2001 / 2002,Oeste,4665.0,3557.0,16020.0,469.0,7351.0,917.0,10504.0,2021.0,9583.0,2530.0,,
2001 / 2002,Alcobaça,727.0,928.0,2620.0,98.0,1321.0,,1369.0,615.0,1237.0,775.0,,
2001 / 2002,Alenquer,599.0,179.0,1930.0,129.0,982.0,,1294.0,,999.0,,,
2001 / 2002,Arruda dos Vinhos,152.0,90.0,364.0,,,305.0,,467.0,,323.0,,
2001 / 2002,Bombarral,255.0,47.0,686.0,,310.0,,513.0,,357.0,,,
2001 / 2002,Cadaval,194.0,70.0,548.0,,301.0,,410.0,,347.0,,,
2001 / 2002,Caldas da Rainha,605.0,565.0,2409.0,,1206.0,,1917.0,,2329.0,174.0,,
2001 / 2002,Lourinhã,401.0,243.0,1218.0,,565.0,,849.0,,559.0,,,
2001 / 2002,Nazaré,119.0,85.0,743.0,,189.0,165.0,311.0,252.0,,526.0,,
2001 / 2002,Óbidos,199.0,76.0,404.0,50.0,220.0,,337.0,,,,,
2001 / 2002,Peniche,301.0,378.0,1392.0,,697.0,,1037.0,,959.0,,,
2001 / 2002,Sobral de Monte Agraço,65.0,159.0,380.0,,254.0,,394.0,,252.0,,,
2001 / 2002,Torres Vedras,1048.0,737.0,3326.0,192.0,1306.0,447.0,2073.0,687.0,2544.0,732.0,,
2001 / 2002,Região de Aveiro,4952.0,4933.0,18385.0,647.0,8384.0,1290.0,12297.0,2109.0,11796.0,2084.0,,
2001 / 2002,Águeda,497.0,802.0,2426.0,,944.0,239.0,1593.0,384.0,1769.0,,,
2001 / 2002,Albergaria-a-Velha,416.0,236.0,1190.0,100.0,565.0,116.0,862.0,126.0,499.0,232.0,,
2001 / 2002,Anadia,398.0,404.0,1211.0,182.0,451.0,295.0,711.0,454.0,603.0,236.0,,
2001 / 2002,Aveiro,739.0,1235.0,3787.0,133.0,1832.0,77.0,2889.0,68.0,3724.0,218.0,,
2001 / 2002,Estarreja,460.0,371.0,1407.0,61.0,695.0,,982.0,,990.0,,,
2001 / 2002,Ílhavo,434.0,495.0,1816.0,,976.0,,1293.0,,1000.0,,,
2001 / 2002,Murtosa,224.0,59.0,626.0,,349.0,,371.0,,,,,
2001 / 2002,Oliveira do Bairro,244.0,241.0,994.0,89.0,356.0,267.0,414.0,504.0,450.0,435.0,,
2001 / 2002,Ovar,850.0,882.0,3112.0,82.0,1504.0,,2072.0,,1826.0,386.0,,
2001 / 2002,Sever do Vouga,283.0,46.0,575.0,,319.0,,571.0,,423.0,,,
2001 / 2002,Vagos,407.0,162.0,1241.0,,393.0,296.0,539.0,573.0,512.0,577.0,,
2001 / 2002,Região de Coimbra,5341.0,5437.0,17855.0,1956.0,8641.0,1901.0,13797.0,2806.0,15915.0,3732.0,,
2001 / 2002,Arganil,282.0,44.0,580.0,,353.0,,540.0,,457.0,49.0,,
2001 / 2002,Cantanhede,491.0,472.0,1403.0,92.0,656.0,324.0,961.0,437.0,1194.0,300.0,,
2001 / 2002,Coimbra,769.0,2578.0,5250.0,1448.0,2230.0,1421.0,3760.0,2052.0,6499.0,1735.0,,
